date,ice_drink_sales_actual,ice_drink_sales_predicted
2124-11-15,48,54.00929
2078-08-11,166,177.61108
2069-03-20,105,109.35585
2039-04-06,108,112.52091
2053-03-10,110,107.00674
2032-01-16,51,58.7662
2070-11-28,55,56.897316
2087-12-13,70,67.512115
2075-04-18,87,109.60137
2072-10-03,118,111.72628
2112-10-22,133,137.46349
2058-10-14,86,105.17431
2059-03-12,109,108.78135
2044-12-12,39,51.490185
2080-01-13,60,68.12499
2034-05-12,116,114.6585
2114-04-15,161,141.44614
2087-07-22,162,175.17369
2052-02-11,71,70.14382
2078-07-21,184,171.75357
2105-04-20,101,98.15168
2093-01-28,52,54.16875
2119-09-10,163,141.8169
2049-02-09,62,57.67631
2026-10-11,141,142.56488
2091-06-19,169,175.03883
2117-09-21,105,108.61488
2100-04-20,86,111.56969
2114-04-05,133,111.091805
2115-10-05,124,113.47889
2076-04-03,107,111.60565
2052-02-12,63,56.32596
2114-08-28,177,172.91136
2108-09-02,110,115.79922
2088-08-04,176,178.38591
2125-07-28,211,214.26752
2110-02-25,46,57.42336
2057-03-25,140,144.3775
2094-06-01,184,178.0296
2046-03-29,128,110.175125
2071-03-12,111,112.22686
2099-06-25,192,175.53009
2055-04-01,98,111.45572
2074-06-07,168,178.58456
2075-08-26,134,140.22665
2042-11-16,68,68.74591
2050-02-07,61,58.12424
2043-10-16,131,115.59489
2031-12-26,44,55.842216
2028-04-22,113,135.19783
2125-10-30,108,105.175896
2030-06-10,162,176.02948
2097-01-28,45,44.156513
2088-12-05,58,69.32268
2058-07-11,177,174.69121
2026-11-11,60,56.72474
2116-02-03,51,57.990685
2085-02-28,65,54.237804
2045-10-07,117,131.87614
2087-03-20,98,110.70491
2071-12-17,59,55.900917
2055-02-03,59,56.779583
2092-06-09,155,176.86963
2120-01-28,63,65.25724
2038-12-25,67,67.592545
2098-12-15,66,54.778183
2056-08-01,173,169.07114
2094-05-28,114,114.12808
2031-04-28,93,108.02134
2053-11-13,64,55.568993
2124-03-13,104,106.71652
2088-03-03,139,113.46201
2095-11-30,64,55.756355
2044-07-09,217,218.6407
2082-11-28,81,69.572
2092-11-12,44,47.85432
2076-08-02,216,215.3318
2086-06-06,157,177.1292
2092-02-01,60,59.445316
2115-09-29,95,126.66276
2045-03-09,136,113.09741
2045-07-29,222,212.93307
2096-06-10,202,211.876
2093-09-11,120,111.93477
2058-07-19,136,151.59874
2064-01-20,77,66.895096
2105-10-27,130,104.699066
2092-07-07,186,176.48613
2117-06-18,175,177.044
2060-12-30,55,53.98878
2062-09-14,115,110.57707
2079-03-29,103,111.27663
2105-09-19,161,135.68889
2087-01-25,53,57.503128
2071-05-12,85,106.60049
2051-12-17,87,71.03407
2076-09-01,115,106.80085
2124-07-23,213,216.91684
2058-10-12,139,139.65169
2063-10-14,152,139.19664
2108-12-28,59,56.9896
2039-10-21,85,114.545944
2119-10-29,118,141.32585
2055-06-18,176,177.48428
2034-01-19,65,55.128044
2068-09-27,133,109.57822
2058-06-29,210,207.59566
2035-10-15,109,104.82906
2068-03-29,121,113.32145
2078-08-01,169,173.00914
2102-10-08,127,141.92197
2094-12-22,63,55.181133
2062-09-16,113,137.55283
2124-03-24,120,114.30174
2047-09-13,125,112.79129
2064-04-03,108,113.52152
2125-08-29,169,173.49947
2068-08-31,168,172.25916
2024-06-18,169,175.36702
2048-12-24,65,53.470047
2075-10-24,121,111.57403
2073-06-28,194,174.20212
2059-09-19,81,110.791534
2057-07-18,147,147.4073
2052-08-16,156,148.59647
2045-12-27,62,52.830627
2070-03-23,119,143.96729
2060-01-04,73,67.59261
2120-05-18,155,138.31793
2044-07-11,159,177.34103
2065-05-08,99,116.47709
2108-01-30,61,53.96763
2049-08-31,194,171.2235
2113-01-20,69,57.13988
2118-09-19,103,91.49536
2057-02-26,61,43.73003
2102-11-30,61,55.446827
2063-12-18,59,56.330948
2082-05-13,126,112.99643
2056-04-21,105,115.811424
2051-11-11,72,68.10146
2054-10-02,101,114.98514
2062-06-22,159,174.20605
2107-08-30,184,168.37376
2072-04-02,113,131.78284
2045-08-19,229,210.84015
2040-10-15,78,91.19819
2035-08-13,162,167.16666
2039-10-11,112,107.34198
2027-10-21,136,112.33856
2066-05-14,87,114.31106
2103-04-15,120,140.68987
2051-08-08,179,172.63817
2067-01-02,66,65.45171
2059-07-20,194,216.92825
2084-10-17,109,108.576935
2059-12-07,72,68.61177
2061-04-13,141,112.13218
2121-04-19,145,138.54883
2098-10-12,138,140.22464
2074-11-15,54,56.245228
2044-02-17,58,57.10775
2084-07-16,219,212.42177
2025-06-11,167,173.518
2084-04-22,136,138.1451
2121-05-28,123,110.36874
2102-04-13,93,111.55105
2052-07-09,158,177.31125
2035-08-16,191,173.5237
2101-08-19,183,173.56647
2122-03-03,105,107.129196
2063-04-14,139,136.07976
2057-11-10,73,68.45072
2107-08-10,185,177.64052
2045-06-08,186,178.948
2059-01-27,63,54.295353
2065-02-11,40,46.36089
2075-10-17,89,109.73201
2085-08-23,187,173.99994
2121-08-31,212,210.39493
2026-03-22,131,142.43797
2034-07-29,230,214.33868
2096-12-25,52,53.780827
2085-08-01,187,179.30801
2086-04-08,91,112.521675
2056-09-28,108,110.3306
2087-08-31,235,212.65471
2083-09-18,136,135.34952
2032-01-23,55,57.157433
2108-08-04,210,211.56172
2113-08-02,154,170.14124
2047-05-16,96,111.75675
2115-08-13,162,175.17178
2121-04-23,102,111.68739
2079-11-26,62,71.84361
2085-10-01,112,111.1135
2040-04-27,89,112.06342
2086-01-14,65,56.347965
2052-03-01,108,114.793625
2084-01-22,76,66.53727
2071-08-25,154,169.35155
2091-04-30,111,109.9848
2090-12-24,66,63.76579
2064-01-29,52,44.052517
2068-02-04,74,69.73842
2039-12-16,52,58.514587
2104-03-11,108,109.26627
2039-11-01,60,56.134846
2041-12-23,46,55.90774
2107-12-26,53,54.211864
2034-10-01,151,136.39856
2078-10-06,128,110.46024
2094-06-25,174,174.3728
2051-05-25,124,113.362656
2092-02-16,70,68.14053
2104-10-16,104,112.027405
2103-09-27,91,110.42572
2114-02-27,55,57.85894
2028-03-23,100,110.34226
2101-03-30,121,110.18683
2046-10-02,106,106.48482
2031-09-17,88,108.027275
2061-06-11,177,176.33159
2026-06-05,181,177.8922
2078-03-29,89,109.94064
2049-01-15,52,58.71119
2042-05-12,92,112.477554
2078-01-24,56,55.52634
2042-05-25,123,143.55254
2083-11-13,56,68.201965
2042-10-17,126,114.332794
2096-04-28,123,137.58382
2102-07-01,208,212.29466
2037-07-01,162,177.81131
2026-05-27,116,106.26679
2080-05-08,115,107.77769
2049-05-05,107,107.74424
2123-07-28,173,174.509
2073-03-26,160,139.72052
2024-12-29,73,70.00452
2063-11-08,69,55.224506
2050-12-27,45,53.17147
2102-06-15,169,177.1218
2092-03-12,83,110.06443
2085-05-29,95,106.95549
2103-09-11,120,110.37737
2104-05-30,122,112.72171
2085-06-07,155,175.07623
2098-07-29,158,171.67151
2099-02-22,73,66.88878
2066-12-21,70,54.738556
2101-02-18,64,58.15842
2052-10-31,119,109.39031
2066-01-05,58,58.595726
2054-01-16,51,58.922127
2038-12-16,51,55.136036
2113-09-20,118,110.93483
2062-03-15,99,109.66447
2079-09-28,82,111.00609
2092-08-11,183,169.76173
2079-02-15,71,57.02921
2026-05-12,96,112.23052
2112-07-30,206,214.25749
2069-12-11,58,48.784687
2085-06-04,158,176.98119
2113-02-27,63,54.381493
2054-05-29,122,95.03955
2115-01-05,58,68.880424
2067-06-18,181,174.48
2024-12-15,64,65.98535
2066-05-30,133,120.83902
2080-12-21,69,67.9134
2043-01-15,47,56.402668
2053-04-06,142,138.26318
2043-06-16,182,175.85536
2029-04-07,126,136.90256
2105-12-03,59,55.32135
2093-11-28,56,70.13816
2096-12-15,72,68.484344
2123-10-12,101,107.95492
2093-04-16,123,112.85828
2061-05-16,119,111.62311
2117-08-10,178,171.41696
2091-04-21,143,138.51414
2099-11-02,70,58.840908
2044-03-24,96,109.67698
2124-02-12,65,68.01129
2108-08-27,180,167.50685
2025-11-25,67,54.664177
2085-11-08,62,56.096775
2073-08-18,177,174.7733
2125-01-12,55,58.686813
2092-05-21,120,112.82112
2084-07-08,226,216.51904
2049-03-21,166,137.6112
2082-01-17,59,65.419586
2109-04-28,168,141.72217
2050-10-25,93,109.34654
2043-04-03,78,101.90097
2076-01-27,70,54.839264
2032-04-26,95,110.781624
2124-02-15,55,56.779987
2030-01-21,45,55.030853
2106-09-17,87,97.42987
2036-06-23,177,170.71472
2092-05-19,82,111.550156
2097-06-22,220,213.58488
2111-01-24,61,67.46323
2081-01-07,50,57.78796
2054-04-23,108,112.43789
2072-01-11,65,58.461933
2107-11-21,47,55.305336
2057-04-24,104,108.7918
2095-04-12,117,111.8164
2037-10-20,107,107.44182
2060-03-28,126,137.12234
2030-06-19,153,174.65834
2111-12-07,58,54.140984
2053-03-30,127,145.24756
2074-11-25,60,68.474205
2034-03-10,94,115.39978
2060-04-05,115,109.91658
2044-09-12,101,107.79962
2043-12-14,59,54.107635
2122-07-25,227,211.17427
2036-08-11,173,170.79846
2125-01-25,58,54.345882
2075-11-14,51,56.477055
2044-11-02,53,54.93711
2103-06-25,167,176.38528
2116-05-23,119,142.14937
2052-07-11,161,150.18192
2119-08-12,204,217.63042
2091-04-19,133,110.32545
2056-03-13,102,109.66139
2117-11-28,71,68.89433
2100-06-28,185,175.73515
2061-06-15,168,173.44795
2055-06-11,147,149.62582
2106-05-17,95,99.16376
2086-12-23,51,50.406647
2102-07-05,176,178.07184
2084-01-13,43,55.77264
2028-11-03,49,56.213715
2098-07-10,181,179.54355
2109-04-09,120,113.803474
2055-08-02,192,177.60329
2040-08-19,225,210.3024
2030-12-09,59,54.52311
2059-03-18,85,94.37155
2030-05-22,111,111.118225
2111-08-14,171,176.08275
2061-04-01,122,111.4633
2055-01-06,64,58.163208
2080-03-14,81,96.09515
2081-08-04,134,149.13927
2125-04-08,134,139.32047
2034-06-08,192,174.39886
2035-10-25,126,108.07818
2103-10-04,108,110.14196
2058-09-08,150,140.75995
2044-09-13,97,110.27684
2094-06-22,180,174.83908
2074-02-14,49,56.809444
2075-03-03,147,136.01512
2055-03-26,143,114.52098
2084-12-06,66,57.428707
2081-03-22,111,136.89479
2119-10-28,131,138.53548
2102-06-22,176,169.84903
2066-09-24,96,110.798546
2048-01-08,52,57.062786
2110-06-07,216,209.06465
2043-03-21,110,136.21152
2078-02-10,58,57.372147
2068-02-13,51,58.01911
2060-06-24,149,145.74687
2071-06-16,162,177.63051
2094-12-19,55,68.62971
2053-12-25,58,54.431164
2089-02-14,46,56.85875
2122-01-17,71,66.942444
2111-04-09,120,110.72765
2055-01-20,56,55.068687
2079-07-14,189,177.96265
2099-05-22,124,115.09878
2050-11-23,67,56.688557
2067-06-30,179,173.35414
2088-12-02,58,56.42584
2040-05-30,93,105.139275
2123-10-30,152,138.84343
2068-04-25,106,109.565994
2087-02-14,59,58.018963
2117-03-28,171,138.65086
2119-08-25,189,174.94989
2110-10-31,116,110.884155
2103-03-03,124,134.86751
2107-09-10,151,138.27821
2113-06-13,173,176.09828
2096-05-19,134,140.81589
2112-08-24,166,170.458
2044-01-13,56,56.538506
2123-08-07,191,212.17506
2100-06-16,166,172.98685
2125-05-28,90,110.70119
2101-08-06,216,211.83948
2047-03-20,101,109.606186
2120-03-02,125,131.50858
2071-10-03,148,137.62912
2026-09-09,111,108.82678
2092-11-02,52,67.09355
2033-09-11,116,138.05624
2106-03-20,115,139.65646
2121-07-01,180,177.82028
2111-11-18,45,48.587406
2117-04-04,119,122.79522
2051-01-23,69,54.74899
2056-06-26,165,175.75397
2086-03-11,101,105.23146
2075-08-09,190,178.0885
2086-06-25,137,144.24315
2110-10-14,111,111.85077
2059-10-02,122,111.79504
2110-11-12,58,54.525116
2062-12-21,61,54.790073
2124-04-22,124,117.44841
2034-08-02,168,172.49942
2038-11-25,58,55.94418
2029-06-21,155,173.0681
2055-03-31,108,109.67932
2044-01-05,58,59.0608
2030-01-11,72,59.132282
2059-08-04,171,176.40413
2048-09-11,112,111.82969
2024-03-31,139,141.21213
2027-09-26,159,138.91608
2086-08-01,186,172.20592
2051-02-20,70,54.37319
2119-09-01,104,111.434654
2069-06-06,171,177.0573
2048-12-23,64,56.174343
2032-07-01,155,175.78218
2119-11-25,67,68.067474
2039-03-15,120,108.64522
2067-04-22,140,113.63691
2122-05-31,142,142.72627
2049-10-06,99,112.38403
2030-12-03,52,56.438633
2038-12-23,59,53.768387
2027-04-08,115,112.24172
2059-11-27,66,56.057407
2125-03-20,82,108.742874
2114-02-18,53,68.79803
2087-11-04,60,56.20736
2036-08-09,207,211.28584
2100-04-21,126,110.76778
2058-08-24,205,212.88965
2034-12-31,67,69.959625
2081-03-12,103,110.98681
2084-02-23,51,45.93146
2058-03-16,125,131.50632
2059-07-05,199,213.82614
2049-04-15,114,112.12654
2108-07-29,195,216.94382
2101-07-30,197,212.94615
2080-07-09,182,174.24113
2062-10-07,152,138.73904
2107-04-20,115,111.34341
2108-01-24,61,55.80452
2109-03-13,138,111.23996
2055-12-15,63,54.862644
2074-05-30,116,105.809494
2074-07-30,180,174.3075
2066-03-09,108,109.1388
2045-05-10,109,111.38307
2062-03-05,147,136.37892
2061-12-27,59,53.76919
2034-11-29,62,55.239414
2037-03-19,106,110.33172
2083-05-28,106,114.09064
2091-09-05,123,111.90609
2091-01-23,59,56.03733
2114-05-05,138,138.74016
2041-03-06,99,109.18796
2046-10-19,85,114.17254
2024-12-25,53,52.700947
2124-06-10,220,213.91255
2062-08-09,178,175.48888
2046-11-26,59,55.550735
2106-02-25,36,45.548748
2088-07-13,157,177.8134
2036-05-28,94,93.14836
2031-06-03,159,172.48308
2072-08-10,153,145.74156
2055-10-18,124,107.6475
2026-10-09,86,92.5252
2064-01-17,55,55.35544
2024-12-20,53,56.743114
2039-07-09,225,213.37526
2074-03-31,118,139.10954
2103-04-17,114,110.12855
2046-07-26,134,149.76187
2031-10-29,112,107.76497
2083-08-05,188,171.10783
2052-08-12,196,169.70049
2116-12-21,47,54.350903
2028-12-01,60,58.394325
2084-11-02,55,47.041805
2060-02-02,61,58.164055
2082-11-08,56,63.513626
2057-06-24,206,210.19502
2033-01-10,63,57.309113
2122-07-03,130,154.5769
2075-10-22,101,88.77344
2051-01-11,53,57.67811
2071-01-03,68,68.97452
2038-04-11,113,139.48737
2116-01-09,61,58.30188
2100-09-15,122,108.70797
2027-06-28,168,175.46407
2024-06-10,179,172.90828
2079-08-30,179,167.12947
2110-08-05,180,176.27097
2088-01-18,56,58.091774
2123-11-16,60,56.277412
2070-05-07,126,114.15914
2112-08-29,156,146.57642
2025-02-20,67,57.969288
2057-07-06,154,152.63327
2056-11-19,83,69.073494
2031-03-03,91,106.3856
2106-07-02,180,178.62434
2074-12-26,67,55.178684
2118-08-14,191,182.03186
2096-08-24,168,173.52351
2047-08-29,161,173.782
2059-03-26,100,110.263756
2122-08-23,206,211.63734
2114-11-13,71,56.615734
2111-08-30,196,212.3746
2060-11-20,80,68.13128
2040-04-16,80,98.971825
2067-05-12,112,114.08685
2040-08-17,171,175.02626
2091-08-20,158,146.38025
2087-03-24,110,108.00053
2099-08-14,176,173.1509
2026-07-28,168,171.85823
2120-05-16,129,117.07214
2052-11-18,51,55.152702
2045-01-25,61,54.565334
2055-02-19,42,58.036057
2045-12-19,56,55.027794
2047-07-15,171,172.70892
2108-02-15,49,56.568207
2103-06-28,158,174.89772
2042-02-03,60,56.31294
2069-01-27,58,65.7995
2053-08-04,185,164.76096
2109-11-11,46,55.568806
2059-05-04,169,139.14284
2098-10-11,106,113.35631
2047-12-20,68,57.488174
2108-01-08,81,66.083336
2026-07-18,194,217.60263
2081-11-26,49,55.854317
2041-02-25,58,60.092785
2065-03-31,102,109.30604
2124-11-04,64,57.944912
2078-10-07,116,115.252975
2033-03-05,119,132.8119
2112-05-15,135,143.37527
2076-05-28,115,107.801414
2066-06-18,185,176.82437
2052-10-13,122,124.27896
2125-08-06,165,176.91734
2068-04-11,105,111.504875
2112-09-11,153,137.94983
2110-07-30,159,173.69194
2118-02-26,66,65.121544
2100-10-08,92,115.565674
2054-01-17,73,66.11188
2074-06-25,182,169.73692
2084-06-13,150,172.55528
2064-11-16,76,68.69441
2081-06-23,180,176.4862
2049-01-17,74,67.52946
2053-04-16,85,111.79499
2032-11-15,53,55.867386
2093-04-08,111,112.44712
2096-08-22,190,170.44177
2033-12-31,82,66.13214
2096-10-18,111,111.065605
2100-10-11,98,105.820564
2074-06-08,183,178.89806
2114-03-01,130,108.79511
2122-08-07,189,175.47136
2045-01-16,65,56.463253
2076-07-15,174,174.63159
2110-07-07,169,173.25276
2109-03-27,92,111.18775
2109-07-06,205,214.10583
2076-06-21,215,209.84569
2034-01-02,51,58.776447
2066-05-08,150,139.1032
2093-06-18,190,176.53238
2054-10-03,157,140.4255
2065-07-14,187,177.79704
2118-01-29,69,65.90879
2055-09-08,116,111.56582
2113-07-12,179,178.15433
2120-10-14,138,110.138664
2048-11-02,52,57.091022
2056-02-10,54,57.417313
2101-06-26,209,208.5706
2041-08-19,162,169.28638
2076-03-07,127,132.97673
2026-09-24,83,109.64891
2096-08-28,161,170.32925
2027-09-01,139,108.01282
2044-11-05,58,67.59246
2044-08-07,208,216.79698
2084-11-01,54,58.633873
2046-06-13,172,174.07108
2123-10-01,86,115.75858
2114-01-04,65,57.451473
2049-01-06,57,57.517807
2068-01-04,59,57.67686
2078-03-15,126,108.3249
2038-10-06,126,113.44474
2092-01-28,49,54.61238
2046-11-03,52,59.101303
2044-04-18,115,109.49104
2079-03-08,69,95.41083
2088-01-28,46,53.281532
2058-01-09,41,57.26576
2076-01-19,75,64.256355
2053-12-29,47,50.034374
2098-02-12,57,56.806713
2055-11-18,51,54.04125
2073-10-22,147,142.0401
2074-12-14,48,56.922237
2055-09-10,121,111.235405
2114-08-04,225,211.48286
2099-06-11,181,176.0928
2120-03-29,89,94.68477
2050-05-26,95,109.11825
2037-11-02,63,55.05405
2053-01-27,58,54.463512
2105-09-17,93,92.49039
2066-08-10,163,172.5342
2123-09-27,93,92.68672
2067-06-24,192,176.51717
2027-10-09,120,133.09378
2085-02-10,66,68.7058
2092-11-04,52,54.558342
2094-04-05,94,110.643974
2050-03-08,81,92.076195
2110-08-13,182,168.94002
2106-03-18,135,109.5266
2083-07-01,198,180.05011
2068-08-16,174,176.83711
2032-07-08,162,175.97987
2069-12-10,61,55.298916
2075-09-29,144,118.62834
2034-11-15,57,54.00929
2084-07-17,179,172.1362
2092-01-14,53,55.553257
2054-12-24,44,53.343178
2058-05-17,86,95.21953
2063-11-25,65,71.875275
2061-01-24,57,54.97052
2044-08-31,196,168.41446
2121-12-15,57,56.813248
2083-06-03,170,174.51576
2035-04-13,106,111.56717
2101-09-16,111,99.33178
2028-09-22,97,92.70385
2052-03-29,134,117.425186
2122-05-12,122,113.83189
2114-01-31,55,53.697945
2070-08-27,166,169.96497
2104-07-03,165,177.22672
2030-06-09,189,213.5206
2102-02-24,47,59.97173
2032-11-28,66,68.89433
2046-02-18,71,69.619545
2026-08-23,211,209.3089
2036-12-08,49,55.28211
2068-06-04,147,148.99767
2056-07-25,194,174.43515
2102-01-11,57,57.414677
2028-01-21,60,57.77687
2034-03-15,103,111.98916
2119-06-08,185,177.28612
2075-09-14,128,138.56581
2071-01-02,40,49.361935
2050-06-23,164,175.95157
2076-10-13,99,111.633255
2097-10-07,100,92.33508
2039-12-25,52,69.00525
2085-06-13,158,177.92409
2056-07-09,198,215.33391
2060-06-01,180,177.149
2125-11-26,46,55.25795
2038-03-28,125,145.66689
2112-06-08,187,176.88159
2038-03-29,90,94.2539
2038-06-05,223,209.25816
2091-10-23,136,109.64499
2105-02-03,57,58.047337
2064-03-06,99,95.53066
2122-02-13,48,57.48309
2035-08-14,192,169.48607
2111-12-21,52,54.70784
2117-09-28,119,109.85418
2036-06-07,226,213.01555
2117-08-07,231,212.02396
2116-07-18,220,212.26761
2088-12-29,46,52.082474
2064-06-05,159,175.0952
2098-03-16,140,137.30801
2048-08-03,185,175.93503
2081-05-16,131,114.70833
2105-12-29,44,55.060234
2116-07-20,171,175.13448
2097-02-14,36,46.64857
2060-12-04,69,69.00513
2024-10-23,109,111.343796
2109-02-24,52,74.758385
2100-06-07,188,173.08276
2095-04-20,118,110.895805
2040-02-22,53,55.145447
2104-11-02,64,68.67756
2068-10-05,106,112.509636
2076-08-05,143,142.5875
2029-03-08,90,111.948105
2042-06-11,174,175.99284
2109-02-19,52,56.779587
2106-11-10,64,57.57716
2086-05-22,127,112.76152
2105-05-08,96,114.69924
2125-09-12,111,110.307724
2111-10-10,113,139.21362
2104-11-04,53,58.36362
2089-02-22,41,54.98466
2103-05-05,145,138.99529
2032-01-12,65,57.47878
2117-07-15,174,178.06406
2113-05-13,106,115.45114
2060-05-13,114,114.64652
2079-06-29,156,144.72238
2079-09-29,120,110.76226
2085-07-17,180,176.64409
2033-01-19,66,55.57066
2085-09-09,142,142.13359
2114-10-16,122,108.85344
2067-01-31,51,53.51724
2038-07-07,151,149.24734
2057-03-12,123,106.57999
2107-10-17,100,109.44193
2115-04-25,119,93.378334
2050-05-20,116,115.47337
2036-06-20,168,177.35509
2095-01-28,56,56.359005
2117-05-23,136,141.44386
2068-08-24,186,173.82542
2058-01-26,60,65.08646
2026-11-05,56,55.562626
2080-03-24,101,143.74101
2028-08-16,165,176.6283
2033-11-20,84,71.61764
2040-03-21,138,111.00653
2070-12-31,57,52.413
2052-11-15,55,56.09311
2087-10-21,129,106.14968
2037-07-12,220,213.76945
2039-09-03,135,134.08772
2070-10-02,106,113.1572
2081-09-18,115,108.26371
2061-12-04,55,66.71297
2104-10-14,128,112.094734
2062-04-26,83,93.599594
2061-08-15,185,173.05563
2095-03-21,94,107.2491
2028-07-20,160,176.7495
2031-03-25,95,109.5453
2058-06-07,142,149.30582
2045-06-07,171,173.97115
2057-04-08,158,138.87915
2124-10-08,138,140.1368
2103-06-11,158,175.50949
2093-04-05,143,140.86082
2085-08-31,189,172.945
2054-01-11,59,67.065674
2083-06-14,173,176.79506
2115-06-29,197,213.8252
2075-12-04,57,58.05391
2106-07-15,184,173.99402
2044-05-07,125,139.92264
2101-06-10,158,175.06624
2117-05-18,107,111.40244
2081-03-21,103,112.89286
2035-12-08,73,67.36391
2068-01-19,45,55.474407
2102-04-01,122,135.56253
2073-06-29,174,173.29037
2106-04-19,100,112.193886
2084-03-08,111,110.92808
2048-01-28,53,54.594673
2066-09-10,110,93.38814
2083-06-20,228,209.76569
2032-04-23,139,117.78854
2107-11-11,45,56.8708
2114-05-06,148,139.4018
2078-09-25,124,139.40251
2077-05-10,90,111.038895
2115-08-14,153,176.33568
2069-03-26,123,110.23096
2097-07-01,186,174.36649
2065-01-24,72,66.073616
2080-05-24,109,118.50798
2112-12-31,58,67.73475
2063-10-15,98,106.76644
2076-01-14,42,46.17185
2106-01-22,52,57.579845
2073-06-19,170,172.16797
2078-06-03,190,176.1701
2028-08-01,188,179.37346
2079-11-15,51,46.804073
2049-07-12,178,172.68681
