date,revenue_actual,revenue_predicted
2017-11-11,129697,148908.48
2000-04-17,158883,149321.33
2012-02-28,126383,151651.2
2024-06-01,144629,148376.52
2000-05-11,134790,149739.34
2004-10-06,171182,149411.38
2021-11-05,141833,128969.945
2016-10-11,148117,149743.95
2017-10-15,181935,147024.81
2012-11-23,152279,149681.16
2005-11-12,151294,150418.81
2004-10-05,169193,149359.77
2018-01-30,165064,151788.98
2010-09-10,165654,149606.86
2012-05-08,138050,149555.94
2002-01-03,146579,149673.92
2003-06-07,149998,148924.33
2016-04-10,128146,151014.38
2023-05-14,133554,147078.19
2006-05-05,150183,147592.39
2008-06-27,146586,147795.42
2006-11-27,193283,149418.27
2005-02-20,197336,150460.08
2002-12-26,151961,150313.73
2007-05-08,151475,149234.11
2003-11-22,148694,149166.69
2015-01-11,157760,147634.8
2020-10-24,166061,147635.4
2007-11-25,132559,149261.03
2005-12-05,166803,151224.4
2023-12-08,138305,150333.16
2012-12-23,138944,149286.9
2008-08-15,153751,148860.11
2011-11-02,126035,150857.12
2018-04-06,130881,150593.8
2016-09-24,137736,147249.69
2004-05-22,133447,128504.31
2021-08-21,171662,147884.34
2021-10-16,152519,147038.56
2016-05-08,148242,150127.95
2019-08-21,153466,148871.45
2013-03-18,139966,149592.31
2018-08-19,161662,147698.62
2020-02-17,127072,150095.9
2001-07-21,136316,149204.23
2011-01-02,167688,149357.55
2009-11-25,155495,148478.56
2015-05-05,197728,149437.36
2014-04-16,134993,120427.69
2008-08-19,143564,149783.55
2009-01-08,122847,149356.33
2016-11-23,146433,149814.2
2014-03-01,151291,146242.94
2007-02-16,121045,149488.64
2008-10-15,146322,148616.81
2005-05-16,160443,149670.47
2013-11-06,171386,150478.56
2023-12-19,162299,150567.8
2009-05-30,153712,148679.58
2021-12-16,150788,149722.12
2015-08-30,156030,146565.0
2017-06-13,161030,149565.8
2021-09-20,116141,149284.3
2007-01-30,146321,151794.89
2009-09-12,146583,147777.92
2006-12-06,124989,150214.64
2020-03-13,159460,146452.14
2022-05-03,163669,149876.97
2002-05-06,148168,150888.5
2009-03-03,142397,123766.42
2001-08-09,141941,149102.11
2013-01-25,134306,151275.98
2011-07-17,120444,131554.72
2018-07-09,138749,149457.08
2002-01-17,149789,150112.27
2001-08-15,157155,149476.86
2002-11-21,129105,148083.61
2021-07-02,155229,148817.67
2018-10-21,136480,146706.23
2017-01-31,138966,152017.48
2021-08-13,140802,149369.4
2009-02-14,144306,147587.12
2017-12-11,154975,150431.38
2019-06-14,164640,149072.9
2008-11-28,160462,149477.33
2005-07-18,128449,150021.36
2019-05-11,178195,150067.94
2020-11-02,142025,151157.48
2014-06-30,168259,150354.2
2022-03-17,177471,149529.64
2019-04-23,150096,149302.48
2003-10-15,147922,148970.2
2014-09-01,143960,135730.31
2008-03-21,159050,149701.94
2003-03-08,168676,150153.92
2021-10-18,136617,126302.9
2017-09-09,126261,131157.64
2008-02-03,198910,150059.72
2002-10-07,109249,124067.125
2020-08-03,118970,136438.73
2021-06-18,173914,148013.02
2008-12-18,146876,148878.17
2018-09-04,163001,150047.66
2007-05-22,144126,149335.39
2017-07-10,147949,149332.36
2007-11-21,157013,149429.1
2018-09-25,145641,126123.234
2010-03-23,139898,148471.17
2007-06-11,156149,149543.44
2000-04-16,134856,149900.08
2012-01-05,114473,149350.86
2016-12-09,137500,150792.06
2008-04-15,159864,149738.42
2010-11-29,150793,150475.94
2000-01-15,134925,149621.55
2003-08-23,131981,147737.66
2012-03-12,139828,149941.28
2000-10-13,163314,148356.53
2009-11-02,156582,150326.78
2018-09-03,179200,150145.2
2010-05-13,135475,149644.81
2009-05-17,148223,148336.52
2021-11-02,139308,150054.77
2020-12-01,123116,149808.1
2012-12-28,139640,149925.81
2024-06-19,146081,149219.12
2004-06-11,159737,149312.7
2002-07-21,137838,148147.02
2021-08-30,133793,151476.52
2020-10-17,123857,148679.11
2022-02-03,200000,147675.44
2004-03-10,158733,149132.1
2021-10-17,144462,147369.31
2019-02-03,144696,146732.34
2006-06-16,129970,149113.02
2013-03-16,141228,150102.05
2008-10-07,152728,149832.64
2014-11-14,122928,149358.14
2021-02-16,160999,149614.97
2012-05-25,150105,124180.484
2004-09-14,139159,149152.72
2023-11-14,165823,148872.23
2012-05-11,170271,149605.44
2002-11-18,174240,149929.53
2004-12-12,159891,150742.05
2018-12-31,133881,148626.89
2001-11-07,168784,149732.55
2018-03-24,152173,150137.3
2023-05-25,151249,149379.39
2001-07-17,128984,149348.56
2009-01-10,160334,149852.25
2007-02-24,163897,150428.14
2019-02-24,150154,150314.16
2007-06-09,137390,128640.81
2003-03-02,177376,150389.88
2018-04-19,165466,149786.16
2014-10-31,163060,148676.66
2006-04-21,141006,146760.66
2019-07-03,103266,128976.695
2011-07-04,132400,149620.83
2020-10-25,149138,149010.81
2014-06-04,123851,149159.36
2018-03-14,119662,150129.06
2020-02-26,148244,148240.16
2014-10-05,150255,148156.52
2011-10-02,133437,147766.9
2015-12-03,137614,150788.55
2012-07-16,107753,132625.94
2013-05-31,120100,129116.55
2009-06-10,100000,149525.95
2002-06-27,157344,148495.25
2011-03-09,133279,150147.38
2003-02-23,159401,150290.89
2009-01-03,119425,150708.27
2017-11-03,137006,147987.47
2001-09-15,152277,147736.9
2008-10-09,149836,149085.06
2016-04-04,141249,149084.77
2015-01-20,127432,149964.53
2019-05-16,146122,145424.28
2004-04-17,145141,150310.45
2003-08-06,150093,149367.31
2015-12-07,165740,151561.6
2022-05-30,163494,150490.55
2013-08-28,152000,148452.25
2012-05-06,154911,147802.48
2010-01-16,166093,150400.69
2016-07-20,158966,149642.2
2006-11-03,131575,148316.78
2004-06-14,141465,128620.92
2005-04-03,143233,146620.2
2004-11-03,170468,149811.38
2002-01-31,135230,148830.53
2000-08-09,155107,149162.4
2009-12-18,134038,126014.93
2013-12-24,126914,149596.44
2017-07-31,154978,150171.9
2017-02-02,143160,149575.72
2008-06-21,145346,148293.58
2023-01-29,139183,148338.66
2009-02-16,131391,150122.98
2015-09-26,144288,147805.48
2001-05-26,153608,148503.55
2008-08-09,163904,149168.66
2016-10-25,150227,149761.39
2021-09-02,128078,129955.016
2001-10-09,144532,149746.6
2022-08-03,166821,148750.94
2000-04-29,169081,149096.42
2020-07-13,147253,149882.62
2011-04-19,106398,122292.08
2020-06-26,172913,148072.77
2001-08-05,145069,149106.69
2002-12-20,136846,125551.66
2005-06-04,187825,149073.05
2004-10-03,133785,148734.83
2011-09-20,154867,149229.08
2011-09-04,147081,147463.78
2004-11-29,140705,127162.55
2007-11-27,165423,149770.53
2001-12-31,133067,149562.92
2016-06-11,162991,148959.92
2016-05-06,166407,150185.8
2020-09-14,117974,149989.16
2022-11-07,163076,150120.03
2000-03-17,122182,149923.14
2008-06-09,159008,149073.1
2014-09-25,157268,148891.0
2014-03-15,120003,150288.5
2012-05-03,168083,149453.94
2002-10-15,124979,149379.9
2011-04-16,147525,146049.61
2021-02-15,148816,149778.39
2021-02-17,163536,149595.97
2012-09-08,131164,130888.24
2011-11-20,157638,147452.89
2024-05-12,136023,150037.72
2020-10-29,159018,127611.086
2020-11-13,154809,149219.38
2010-01-25,136026,150396.89
2008-08-31,137320,146943.08
2019-01-07,139541,150643.47
2008-03-20,132760,149721.05
2011-12-28,140730,126016.836
2002-04-08,134563,149586.55
2007-02-28,148818,148608.8
2007-05-21,160210,148864.52
2015-12-31,141434,125564.97
2001-05-24,147066,147270.62
2022-02-06,145741,150171.11
2021-01-08,168153,147425.77
2020-01-13,145311,150733.83
2007-07-18,153691,149739.23
2019-07-26,147842,147638.86
2024-03-23,137996,150173.5
2011-11-10,153175,149788.2
2022-06-27,158514,149543.5
2013-06-15,161799,148955.27
2014-04-13,163912,146907.6
2000-10-31,130447,149756.45
2016-06-06,121600,131985.2
2008-06-29,123325,149001.6
2002-02-02,145651,145045.88
2021-05-29,159038,148738.9
2002-12-23,151208,149496.48
2003-04-12,153543,150109.16
2007-11-02,141622,148255.56
2007-11-24,157272,149627.77
2004-12-08,170730,149712.53
2010-05-23,109032,125608.16
2015-08-26,133875,148568.92
2011-12-02,171456,150785.3
2019-10-08,142319,149278.95
2014-07-20,142517,149403.16
2021-06-14,105643,131205.75
2013-04-04,132942,149932.89
2024-04-19,165142,149777.2
2022-08-25,130633,148133.1
2020-04-30,189871,151535.81
2014-08-31,157388,147628.4
2009-04-18,160440,150248.1
2019-01-29,146218,151791.69
2013-05-13,179248,149161.55
2021-05-11,174936,149756.25
2006-06-12,162870,148977.98
2008-02-18,151803,150020.58
2008-12-28,171252,147362.44
2022-10-05,152789,149221.16
2022-06-24,132651,148561.33
2020-03-24,136818,150751.06
2011-07-26,183537,149374.94
2004-07-08,151224,149160.95
2020-01-06,141049,148821.64
2006-04-10,121598,150296.39
2003-01-31,152595,151849.62
2021-06-23,144952,149237.06
2017-05-01,150396,149415.77
2005-01-09,136518,145451.92
2010-12-18,165031,150465.67
2000-02-07,155990,150113.19
2019-06-21,157791,146320.53
2023-11-19,145124,147119.81
2000-01-20,143389,148891.64
2008-09-20,132781,147825.16
2011-12-04,164331,149244.0
2018-04-29,136752,149315.84
2002-12-12,144907,150103.64
2021-03-20,158047,150063.34
2006-11-15,170670,149700.27
2001-06-22,132105,124192.62
2014-07-09,124684,127580.47
2019-02-06,193350,149127.64
2019-05-14,157758,148863.22
2008-11-19,130010,149215.52
2010-10-14,143960,148410.27
2007-07-16,143281,149906.23
2005-08-25,139098,148525.62
2010-03-09,152847,150132.94
2018-04-26,130422,150724.77
2000-12-12,130305,151074.22
2014-01-12,159255,149411.56
2022-01-02,168706,146280.47
2014-12-11,128991,150279.72
2013-03-17,156352,150185.36
2004-05-16,172634,148166.7
2012-01-04,146677,148532.62
2022-08-23,142421,148888.94
2017-01-05,135997,147284.84
2002-12-07,134318,150789.77
2002-12-14,160123,149398.86
2013-03-11,126191,149450.56
2011-12-23,144461,149889.3
2021-11-16,112932,124785.06
2020-06-11,146353,147280.25
2023-03-06,154084,149287.64
2016-07-29,168437,147633.72
2020-04-04,163688,145868.78
2021-11-03,146839,149960.33
2015-11-16,143651,149674.53
2015-12-29,137380,149702.39
2023-04-21,157913,149907.38
2002-11-10,148581,148052.02
2022-08-20,144682,148513.45
2011-11-18,139449,149299.62
2017-08-01,156607,149116.92
2003-02-01,143358,148982.64
2003-10-01,171194,149224.5
2014-04-11,139198,145914.58
2007-11-28,130778,149637.08
2000-11-29,149242,149913.6
2006-02-27,136167,151865.95
2021-02-25,196470,151307.1
2011-03-15,135762,149108.38
2005-07-22,149857,148622.02
2007-03-26,121751,150931.48
2022-10-31,184971,150388.45
2014-07-23,112127,129721.12
2003-02-21,134110,147875.34
2023-04-09,146701,150702.95
2016-05-30,122995,150535.16
2009-09-08,100000,149139.1
2023-11-20,154680,149744.62
2020-01-19,161518,150484.88
2014-02-04,144833,149245.02
2015-03-12,143798,147852.77
2011-10-25,129430,124533.02
2017-04-24,143172,126359.78
2004-09-22,144809,148541.42
2023-12-12,154807,150605.95
2002-11-04,126280,149919.17
2000-01-24,139455,151239.08
2003-05-11,120580,124922.05
2020-03-08,152918,147254.67
2008-07-24,162759,148453.17
2022-07-31,173889,147157.75
2011-05-22,144421,148218.28
2003-08-21,100000,148397.4
2010-05-02,124356,148716.86
2012-06-26,129842,150672.8
2017-09-08,155052,147704.28
2018-09-12,135805,148976.56
2017-10-30,161902,150056.08
2012-09-30,158895,147150.22
2014-01-27,159268,151764.42
2013-04-17,157266,149692.81
2008-07-11,99456,128094.34
2016-04-26,178178,149515.48
2023-02-27,126700,125458.305
2003-10-04,147033,147597.58
2015-06-01,154056,149659.1
2003-01-28,144619,125366.89
2015-04-04,155896,145917.27
2024-07-09,177225,149512.38
2001-05-11,140718,149905.22
2024-04-05,167144,150751.42
2023-07-22,122054,127405.98
2007-05-15,123385,149849.58
2020-10-10,174686,147432.6
2000-02-03,134306,148745.05
2010-11-04,140226,127855.72
2000-02-20,162448,150350.75
2007-10-18,125993,126572.71
2016-07-12,135703,149985.1
2013-09-23,169590,149427.81
2006-10-19,161486,149246.47
2012-11-06,158065,150297.2
2001-05-15,143232,148927.47
2010-02-05,123630,147190.66
2017-03-09,161719,148984.84
2016-04-29,128385,148749.67
2008-01-01,143464,150524.42
2010-06-10,142391,120886.39
2007-04-04,152060,148354.58
2018-03-08,140290,147666.08
2008-05-29,120486,149468.2
2009-04-20,149266,149347.03
2022-06-30,117424,129978.56
2001-12-01,172850,150555.84
2000-09-02,149921,149272.61
2000-05-29,167314,150032.33
2006-03-10,147408,150109.02
2000-07-04,130179,150954.03
2024-04-07,154624,150772.38
2010-07-05,110996,149960.86
2016-06-14,145109,149352.47
2015-09-23,160339,148631.0
2018-09-06,162594,150376.84
2017-09-30,142970,147624.11
2006-12-18,136050,127112.695
2012-10-07,145730,146949.77
2002-01-06,142854,147069.73
2012-03-04,138665,146636.52
2022-02-28,149575,149970.7
2009-07-01,130779,150585.36
2020-01-14,179592,149026.6
2001-07-04,153868,149292.55
2005-09-06,171803,149172.02
2014-03-30,161919,150094.62
2000-01-18,111861,150053.72
2005-10-16,177688,148470.3
2022-12-21,141855,149633.14
2023-11-15,137723,149388.88
2009-10-07,162424,149476.53
2022-08-05,109988,132329.17
2011-07-11,122696,128184.0
2004-10-11,168553,149998.81
2021-09-16,155523,148661.03
2002-02-03,161069,147100.14
2020-10-21,130393,149601.64
2009-10-10,168909,148318.03
2024-03-08,143486,149743.62
2022-09-12,165499,149310.14
2013-09-15,145729,147718.89
2021-04-07,152234,149970.27
2014-10-26,138529,148025.62
2019-12-10,169869,150131.52
2024-08-01,160019,148705.9
2000-06-17,143141,148383.58
2013-03-07,144447,147763.31
2011-08-16,147952,149428.34
2023-06-12,155304,149203.94
2018-10-04,133138,130042.375
2008-03-25,145866,149030.75
2014-04-23,131321,150125.58
2022-11-08,132941,149037.45
2020-06-16,140518,125829.23
2005-02-23,111934,123802.54
2021-12-11,174189,150628.42
2009-03-09,137222,149902.73
2001-12-19,159100,150995.92
2003-11-27,148626,148950.0
2009-06-27,149594,148187.28
2001-05-02,145672,149544.42
2015-10-05,158877,149211.19
2015-12-08,138445,150637.8
2020-05-02,131455,149331.02
2023-09-09,128705,128357.56
2010-03-22,147795,150532.6
2006-09-24,163380,147271.27
2006-11-13,119074,150033.56
2018-03-01,144291,150819.3
2013-05-15,146750,149392.16
2022-01-10,143122,148756.75
2018-04-08,160271,150521.6
2018-02-22,163016,148051.89
2008-05-23,122575,123387.93
2017-10-04,153655,149230.22
2010-10-07,122274,149078.64
2024-05-20,126955,148843.73
2018-08-18,148162,148253.2
2007-11-23,148836,149471.62
2020-05-19,154644,149079.17
2000-12-19,151763,150674.39
2003-05-07,174380,148662.83
2017-07-25,141622,150187.89
2014-06-06,144004,148671.64
2017-09-14,150029,148527.81
2006-12-09,158024,150226.16
2004-09-27,118626,127988.55
2014-02-26,160124,151017.77
2016-03-01,195638,148244.84
2007-09-03,134833,150740.94
2023-06-03,124799,125724.17
2009-05-21,152600,149196.58
2017-04-09,122101,123325.01
2020-10-12,137575,149552.23
2002-09-21,163379,147834.69
2016-10-02,171102,147561.52
2001-03-29,148531,147889.92
2007-07-14,132831,148637.69
2021-03-04,146739,146750.97
2016-01-19,105001,125555.43
2014-04-12,125009,146527.86
2001-11-13,149242,149698.03
2019-05-05,179006,149275.88
2024-08-10,131674,132131.22
2018-01-27,167919,150053.97
2020-07-16,169997,149393.62
2010-12-16,159489,150462.27
2022-01-01,154645,149327.38
2014-07-24,183147,148578.47
2008-05-02,118338,126436.234
2002-12-04,153410,151056.78
2018-01-22,133349,151143.52
2014-06-24,164717,149788.53
2003-11-07,157682,149667.19
2012-09-14,145128,148428.81
2018-10-08,142936,149361.17
2003-09-11,154704,148360.72
2006-11-20,120895,123495.1
2014-11-10,162929,150681.77
2020-01-20,153874,150829.72
2022-07-08,148362,148980.88
2017-05-08,124445,149313.36
2015-03-18,158052,149668.67
2008-03-11,170171,149675.4
2007-03-12,152440,150077.45
2016-10-13,158700,148877.56
2001-03-05,186277,148825.02
2004-01-12,140641,149127.58
2006-07-27,168826,148011.94
2021-11-09,127460,149479.36
2015-11-21,137419,147181.56
2023-03-18,159139,150108.61
2020-01-15,162114,149679.17
2005-09-18,137259,147636.66
2024-04-04,146336,149905.9
2023-12-01,127698,150758.89
2004-04-07,132026,148229.06
2014-06-08,107863,128476.734
2015-06-03,152132,126134.38
2001-09-29,122951,147900.53
2016-09-28,150821,148256.9
2012-08-30,145437,148601.86
2000-08-21,117467,135266.47
2014-09-19,153684,147926.88
2020-06-01,151622,149347.44
2014-08-24,139913,132087.9
2017-02-18,167714,146862.17
2018-04-09,156455,149544.16
2019-10-13,165295,147095.56
2008-05-03,119006,122519.48
2010-07-04,130354,148868.3
2006-03-02,147743,147240.78
2014-01-17,172851,148414.69
2007-08-26,144955,147214.03
2004-03-23,147323,150561.38
2011-05-04,149039,150046.69
2012-04-05,135413,146486.95
2012-02-03,154462,148916.06
2004-07-20,123924,149962.88
2003-04-25,113587,147660.8
2023-08-06,159389,148275.56
2007-08-03,167942,148246.06
2003-11-03,118008,151304.5
2000-04-11,154489,149709.72
2000-11-15,153184,124827.84
2017-11-22,168749,149513.45
2001-09-17,162329,150407.36
2002-05-16,148375,149695.53
2012-06-07,160568,149133.55
2005-11-19,150547,148464.25
2013-12-10,170458,150082.16
2011-04-18,155312,149025.55
2013-07-26,116589,130285.445
2012-07-04,130001,129702.15
2003-03-29,197849,150586.78
2007-12-28,134377,123711.28
2000-11-30,110780,124698.73
2006-04-06,101261,123366.24
2004-09-25,173559,147136.08
2007-01-24,133896,149561.14
2013-01-21,118396,150175.39
2011-06-21,158098,149747.03
2001-04-06,146919,150429.58
2015-10-10,164822,147892.14
2006-07-05,136698,148842.45
2011-08-10,130709,149312.16
2020-02-01,124180,146145.53
2000-01-09,155007,150318.64
2021-12-01,148968,150987.25
2000-04-09,147184,150731.44
2018-03-20,136770,150195.11
2007-01-20,124001,124539.445
2016-11-26,162844,148473.9
2010-10-20,134363,148853.48
2004-04-10,172843,146017.23
2003-11-30,158722,147447.17
2017-03-18,141011,150051.14
2003-07-11,137103,149390.58
2000-02-01,157353,149275.7
2018-11-22,156692,149405.6
2019-08-08,128714,150039.34
2010-10-16,174949,147130.39
2013-04-25,161433,147924.64
2021-09-29,129440,130249.84
2002-01-28,160322,151966.05
2010-12-26,148039,148617.12
2019-04-11,139925,150086.4
2001-06-24,110536,147908.9
2017-01-08,141414,150587.8
2009-08-10,163002,130418.71
2004-09-26,115027,147837.38
2007-05-07,143907,149956.47
2012-07-24,155288,148899.89
2016-12-17,142758,149326.56
2019-02-09,170002,149588.03
2010-09-08,149918,149067.97
2019-04-19,166842,149904.05
2013-09-21,161959,147866.86
2014-12-13,152471,149149.75
2009-08-20,156069,148220.25
2004-07-29,173647,148222.19
2019-06-28,140767,147732.39
2018-01-25,165015,151098.48
2021-06-17,151220,149506.27
2016-06-04,162373,148947.39
2017-11-10,101121,150255.4
2022-02-18,126929,147541.88
2024-05-23,136342,147447.06
2023-04-07,117157,149944.61
2003-04-03,136444,150290.06
2006-10-09,138494,149018.27
2004-04-27,113104,149972.42
2016-07-02,150187,148322.77
2013-04-18,137526,149798.34
2004-08-15,133862,148155.44
2008-04-26,137619,147960.83
2018-07-05,126454,148822.75
2001-08-24,139164,133783.95
2021-08-22,149753,148467.23
2006-08-09,191370,149508.31
2002-08-23,168480,147819.28
2016-03-25,138581,150435.25
2008-01-23,200000,150868.56
2002-03-22,148747,149938.34
2011-02-05,158753,149594.89
2006-11-04,135723,149741.92
2003-02-16,138500,150364.94
2015-09-20,132197,132242.67
2008-07-29,120554,150861.92
2003-03-21,158329,147233.89
2020-11-15,137394,127194.67
2008-07-03,171098,148832.42
2001-04-10,130035,149871.25
2020-12-22,162202,149282.08
2007-03-13,132535,149988.38
2000-10-18,86410,123118.54
2020-04-08,143904,149860.08
2006-01-08,123349,150301.81
2015-12-20,161013,150890.97
2005-09-14,147696,148969.98
2011-01-21,138583,149738.89
2003-02-19,133532,123001.805
2007-01-21,132292,150872.38
2022-04-15,109171,149719.89
2010-08-21,150718,148057.34
2020-03-15,120158,123334.43
2003-12-23,135678,125502.13
2004-07-30,130781,147222.38
2022-09-17,100885,127948.24
2015-08-21,144877,148342.34
