date,month,weekday,high_temp,low_temp,weather,ジャーマンドッグ,レタスドッグ,チーズドッグ,生ハムさんど,エビアボカドサンド,トルコライス,カレー,エビグラタン,ミートドリア,ハンバーグドリア,ピザトースト,唐揚げ,フライドポテト,カンノーロ,コーヒーゼリーパフェ,アイスコーヒー,ブレンドコーヒー,沖縄黒糖ラテ,ice_drink_sales,hot_drink_sales,revenue
2024-04-27,4,5,12,2,1,6,5,5,3,6,2,2,2,1,1,4,2,2,1,1,83,44,8,149,137,169713
2024-04-28,4,6,19,10,2,3,4,4,5,6,1,1,0,0,0,2,0,0,0,0,48,42,6,92,135,155502
2024-04-29,4,0,15,7,2,4,3,2,3,4,1,1,1,0,0,4,0,1,0,0,74,40,6,72,105,99035
2024-04-30,4,1,19,10,1,6,5,4,6,6,1,2,1,1,1,3,1,1,1,1,63,48,9,107,92,165569
2024-05-01,5,2,19,10,1,5,6,4,6,5,2,3,1,1,1,6,1,1,2,1,81,36,8,130,103,140530
2024-05-02,5,3,17,8,0,4,5,2,5,9,1,3,1,1,1,5,2,1,1,1,80,37,7,124,111,148860
2024-05-03,5,4,16,9,1,6,6,4,4,9,2,1,2,1,1,5,1,2,2,1,47,65,7,116,119,144477
2024-05-04,5,5,19,12,0,5,5,4,5,8,1,2,2,1,1,6,2,2,1,1,71,49,7,137,145,127215
2024-05-05,5,6,18,11,0,5,5,3,8,7,2,2,2,1,1,5,1,2,2,1,91,41,7,125,124,139295
2024-05-06,5,0,24,15,1,7,3,4,5,5,2,2,2,1,1,6,1,2,1,1,110,44,5,100,129,165892
2024-05-07,5,1,19,11,1,7,3,4,7,7,1,3,2,1,1,5,1,1,1,1,80,47,9,124,124,145691
2024-05-08,5,2,22,12,1,3,3,2,6,6,1,3,2,1,1,5,1,2,1,1,91,46,6,120,119,133332
2024-05-09,5,3,15,7,0,4,5,4,5,6,1,4,1,1,1,4,1,2,2,1,69,65,8,112,114,143883
2024-05-10,5,4,20,11,2,4,3,4,5,4,0,1,1,0,0,4,1,0,0,0,70,30,6,101,75,128204
2024-05-11,5,5,19,9,1,3,3,5,6,6,1,2,2,1,1,4,2,2,2,1,74,35,3,165,111,176264
2024-05-12,5,6,21,11,1,5,5,3,6,7,2,2,1,1,1,5,1,2,3,1,67,47,8,157,116,158250
2024-05-13,5,0,19,9,0,5,5,4,6,8,1,4,2,1,1,5,2,2,2,1,59,31,8,106,101,124996
2024-05-14,5,1,17,9,0,5,4,4,6,6,1,2,2,1,1,4,2,1,1,1,94,55,8,131,107,140871
2024-05-15,5,2,22,13,1,6,5,3,8,5,2,3,1,1,1,5,1,1,2,1,116,38,6,121,104,178941
2024-05-16,5,3,18,8,0,5,5,4,6,8,2,2,1,1,1,5,2,2,2,1,72,58,9,130,97,126737
2024-05-17,5,4,23,16,0,7,5,3,7,9,2,3,1,1,1,3,2,1,2,1,96,63,10,112,114,163060
2024-05-18,5,5,24,15,0,7,5,3,9,8,2,2,2,1,1,5,1,1,1,1,84,44,7,130,141,161954
2024-05-19,5,6,15,9,0,5,4,5,7,5,1,2,2,1,1,4,1,2,2,1,88,60,7,115,142,133149
2024-05-20,5,0,19,10,0,8,5,4,5,6,2,3,1,1,1,4,2,2,1,1,86,36,11,99,110,138746
2024-05-21,5,1,19,10,1,6,4,5,5,7,2,3,1,1,1,5,2,1,1,1,90,41,6,111,132,169226
2024-05-22,5,2,23,16,0,7,5,5,7,7,1,3,2,1,1,4,2,2,2,1,83,52,5,103,117,134173
2024-05-23,5,3,16,8,2,4,3,2,4,4,0,2,1,0,0,3,0,1,1,0,65,50,6,96,68,105553
2024-05-24,5,4,20,11,0,6,7,4,6,10,2,2,1,1,1,4,2,2,2,1,57,53,7,103,132,136418
2024-05-25,5,5,17,8,0,5,3,3,6,9,2,4,2,1,1,5,2,1,1,1,100,55,8,153,131,133335
2024-05-26,5,6,24,15,1,5,5,5,5,6,1,2,2,1,1,6,2,1,2,1,105,54,8,152,134,121642
2024-05-27,5,0,16,6,0,5,5,4,6,7,1,3,1,1,1,5,2,2,1,1,88,46,9,119,89,149292
2024-05-28,5,1,22,14,0,4,5,4,6,9,1,2,2,1,1,3,2,2,1,1,85,48,5,105,134,157879
2024-05-29,5,2,16,6,1,5,4,5,3,8,1,2,1,1,1,5,1,2,1,1,95,53,7,116,125,116475
2024-05-30,5,3,24,14,0,5,5,4,6,8,2,3,2,1,1,3,2,2,2,1,123,41,7,111,125,155245
2024-05-31,5,4,24,16,1,5,5,3,6,8,1,3,1,1,1,4,1,2,1,1,118,41,5,121,126,158169
2024-06-01,6,5,26,19,2,7,4,3,6,5,0,2,0,0,0,3,1,1,0,0,68,44,6,182,51,118750
2024-06-02,6,6,27,17,0,7,3,3,5,7,1,3,1,1,1,5,2,2,2,1,69,63,10,213,62,160748
2024-06-03,6,0,25,18,0,4,4,5,7,6,1,3,2,1,1,5,1,1,2,1,85,60,10,174,46,143226
2024-06-04,6,1,25,19,0,4,5,4,5,8,2,2,2,1,1,5,1,2,2,1,84,43,8,159,40,146454
2024-06-05,6,2,19,9,0,5,5,3,5,5,1,2,2,1,1,4,1,1,2,1,72,59,9,172,56,129657
2024-06-06,6,3,20,14,0,5,4,5,7,6,1,2,1,1,1,6,1,1,1,1,107,58,9,179,54,136647
2024-06-07,6,4,19,13,0,3,6,3,3,4,1,2,1,1,1,5,2,1,1,1,80,47,8,165,44,164902
2024-06-08,6,5,20,11,0,5,3,3,9,7,1,2,2,1,1,5,2,1,1,1,98,54,9,208,56,185156
2024-06-09,6,6,21,13,1,5,5,4,7,5,2,3,1,1,1,3,2,1,2,1,78,73,6,222,66,153738
2024-06-10,6,0,20,12,0,4,3,5,9,6,2,3,2,1,1,5,1,2,1,1,85,53,6,166,43,145134
2024-06-11,6,1,23,17,0,5,4,2,5,7,2,2,2,1,1,5,1,2,1,1,97,47,7,165,46,156457
2024-06-12,6,2,20,12,0,6,6,4,8,8,2,2,2,1,1,7,1,1,1,1,116,35,6,187,54,164237
2024-06-13,6,3,26,19,0,5,3,3,7,6,2,2,2,1,1,5,1,1,2,1,84,75,10,185,51,149397
2024-06-14,6,4,26,20,0,6,4,4,6,8,1,2,2,1,1,4,1,1,1,1,52,42,9,176,55,148249
2024-06-15,6,5,19,12,0,6,4,2,6,6,2,3,1,1,1,3,2,1,2,1,47,44,10,233,61,132805
2024-06-16,6,6,18,8,1,4,4,4,6,8,1,3,1,1,1,4,2,2,1,1,74,38,6,210,65,135974
2024-06-17,6,0,18,8,0,6,4,5,7,9,1,2,2,1,1,3,2,1,2,1,74,34,7,178,45,171763
2024-06-18,6,1,24,15,0,5,6,4,5,7,2,3,1,1,1,4,2,2,2,1,77,55,8,179,48,165885
2024-06-19,6,2,21,13,0,6,5,4,7,9,1,2,1,1,1,6,2,1,1,1,68,62,7,182,60,149948
2024-06-20,6,3,18,12,0,6,5,4,7,7,1,2,2,1,1,3,1,2,1,1,84,48,8,178,51,148524
2024-06-21,6,4,20,11,0,5,3,3,6,5,2,3,1,1,1,5,2,1,1,1,87,49,11,167,51,163387
2024-06-22,6,5,27,20,0,8,5,3,7,6,2,3,2,1,1,6,2,2,1,1,56,65,9,214,64,184592
2024-06-23,6,6,27,21,1,4,4,4,7,7,2,4,1,1,1,4,1,2,1,1,75,34,7,206,52,147693
2024-06-24,6,0,24,16,0,5,2,3,6,6,1,4,2,1,1,5,1,1,1,1,58,44,7,183,53,137071
2024-06-25,6,1,21,13,0,4,5,5,6,7,1,3,2,1,1,3,2,1,2,1,114,46,10,181,60,156425
2024-06-26,6,2,24,17,0,4,5,3,5,7,1,1,2,1,1,5,1,1,2,1,66,59,8,196,52,142045
2024-06-27,6,3,22,13,2,4,4,1,4,4,1,1,1,0,0,4,0,1,1,0,68,42,5,148,45,139344
2024-06-28,6,4,20,12,1,6,5,4,5,6,2,3,1,1,1,4,1,1,1,1,67,73,5,178,48,169544
2024-06-29,6,5,24,14,1,4,5,3,6,2,1,2,1,1,1,4,1,1,2,1,72,34,6,218,69,147854
2024-06-30,6,6,26,20,0,5,6,4,4,8,2,3,2,1,1,5,2,1,2,1,89,62,7,194,57,155897
2024-07-01,7,0,26,18,1,4,4,3,8,3,1,2,2,1,1,6,3,1,2,1,72,49,9,173,51,126872
2024-07-02,7,1,30,21,0,6,4,3,8,7,2,4,1,1,1,5,2,2,2,1,74,44,8,176,58,125516
2024-07-03,7,2,29,23,1,7,5,3,6,6,2,2,2,1,1,4,1,1,1,1,96,50,8,173,49,127684
2024-07-04,7,3,31,23,0,4,4,2,4,8,2,4,1,1,1,4,1,2,2,1,79,42,6,188,58,143392
2024-07-05,7,4,31,23,0,6,5,3,6,6,1,2,1,1,1,5,2,2,1,1,80,62,4,177,47,176072
2024-07-06,7,5,28,19,1,8,3,3,6,7,2,1,1,1,1,5,1,2,1,1,76,50,9,199,59,127549
2024-07-07,7,6,27,21,1,6,4,3,6,10,2,3,1,1,1,5,1,1,2,1,108,44,7,231,65,143145
2024-07-08,7,0,26,17,0,5,4,3,4,6,2,2,1,1,1,5,2,1,2,1,67,59,4,158,42,128649
2024-07-09,7,1,22,16,0,4,3,5,7,7,1,2,3,1,1,4,2,1,1,1,57,59,8,166,50,134720
2024-07-10,7,2,31,24,0,6,4,2,8,5,1,3,1,1,1,3,2,1,2,1,110,77,9,176,50,160080
2024-07-11,7,3,25,15,1,5,5,3,5,6,2,3,2,1,1,4,1,1,2,1,60,41,5,169,55,137864
2024-07-12,7,4,26,17,0,4,4,5,4,7,2,3,1,1,1,3,1,2,1,1,54,36,7,159,41,146156
2024-07-13,7,5,23,17,1,5,4,3,6,5,1,3,2,1,1,3,1,2,1,1,79,34,5,220,71,187364
2024-07-14,7,6,30,24,0,7,4,3,6,9,1,2,2,1,1,4,2,1,1,1,92,55,7,226,66,160820
2024-07-15,7,0,26,20,2,6,3,3,4,3,1,2,1,0,0,3,0,0,1,0,89,44,6,157,44,113258
2024-07-16,7,1,24,16,1,6,6,4,6,7,1,2,1,1,1,5,2,2,1,1,98,35,8,155,49,123996
2024-07-17,7,2,24,15,0,7,3,3,6,6,2,2,2,1,1,3,1,2,2,1,95,45,6,166,48,133834
2024-07-18,7,3,30,23,0,6,5,4,5,6,1,2,2,1,1,6,1,1,1,1,104,47,5,190,58,134765
2024-07-19,7,4,31,23,1,7,2,4,4,7,1,2,2,1,1,4,2,1,2,1,98,55,7,177,47,142441
2024-07-20,7,5,29,21,1,3,3,4,4,7,3,3,1,1,1,3,1,2,1,1,70,69,7,211,63,146545
2024-07-21,7,6,22,14,1,6,4,1,7,8,1,2,2,1,1,4,1,2,1,1,87,27,6,204,52,170788
2024-07-22,7,0,30,21,1,4,5,5,6,9,2,1,2,1,1,5,1,2,2,1,68,47,8,167,45,129184
2024-07-23,7,1,27,19,1,5,6,4,7,7,2,2,2,1,1,6,1,1,2,1,90,43,9,160,45,157870
2024-07-24,7,2,27,19,0,6,3,4,7,5,2,3,1,1,1,7,1,1,2,1,91,50,6,171,47,161109
2024-07-25,7,3,22,14,0,7,5,3,6,6,1,2,2,1,1,6,2,2,1,1,79,55,9,174,47,166802
2024-07-26,7,4,29,20,0,7,4,5,6,4,2,3,1,1,1,3,2,2,2,1,63,49,6,172,43,158607
2024-07-27,7,5,31,25,1,5,4,4,5,4,1,3,2,1,1,6,1,2,1,1,80,47,8,223,62,149059
2024-07-28,7,6,22,16,0,8,5,4,4,8,2,2,1,1,1,5,1,2,2,1,83,43,9,204,67,151494
2024-07-29,7,0,23,14,1,5,4,4,7,6,2,3,2,1,1,3,1,2,2,1,74,57,7,179,55,126331
2024-07-30,7,1,23,17,0,7,5,5,4,6,2,2,1,1,1,5,2,2,2,1,87,41,8,193,48,163587
2024-07-31,7,2,22,15,0,5,5,3,7,8,2,3,2,1,1,4,2,1,2,1,78,47,5,188,60,166256
2024-08-01,8,3,25,16,0,7,5,5,7,9,1,2,1,1,1,4,1,1,2,1,64,40,5,189,56,151145
2024-08-02,8,4,25,19,1,5,5,4,7,7,1,1,2,1,1,5,2,1,1,1,86,67,6,180,58,128939
2024-08-03,8,5,22,16,0,5,4,5,6,8,1,2,1,1,1,5,2,2,2,1,79,45,7,223,62,184537
2024-08-04,8,6,26,18,0,7,4,4,6,7,1,2,2,1,1,5,2,2,2,1,113,59,6,200,64,112018
2024-08-05,8,0,30,21,2,4,3,2,7,5,1,1,0,0,0,3,0,0,1,0,79,33,3,168,43,148646
2024-08-06,8,1,31,24,0,5,3,2,4,5,2,2,1,1,1,6,1,2,2,1,87,49,10,176,57,180742
2024-08-07,8,2,22,12,0,6,5,4,7,5,2,4,2,1,1,5,1,2,2,1,62,45,9,190,48,157117
2024-08-08,8,3,28,19,2,5,1,3,5,4,1,0,0,0,0,6,0,1,1,0,76,45,6,148,39,112779
2024-08-09,8,4,28,19,0,7,6,3,7,8,2,2,1,1,1,2,2,2,1,1,80,50,6,180,60,157293
2024-08-10,8,5,30,22,0,4,4,4,7,6,1,4,2,1,1,4,2,1,2,1,88,53,5,193,57,130951
2024-08-11,8,6,27,20,0,6,4,2,5,5,1,3,1,1,1,3,2,2,1,1,82,59,5,196,56,195562
