date,month,weekday,high_temp,low_temp,weather,ジャーマンドッグ,レタスドッグ,チーズドッグ,生ハムさんど,エビアボカドサンド,トルコライス,カレー,エビグラタン,ミートドリア,ハンバーグドリア,ピザトースト,唐揚げ,フライドポテト,カンノーロ,コーヒーゼリーパフェ,アイスコーヒー,ブレンドコーヒー,沖縄黒糖ラテ,ice_drink_sales,hot_drink_sales,revenue
2024-06-13,6,3,27,19,2,4,3,2,5,7,0,2,0,0,0,3,0,0,1,0,78,42,4,132,42,119716
2024-06-14,6,4,24,14,2,4,4,2,6,3,1,2,1,0,0,4,0,1,1,0,71,41,8,157,47,149674
2024-06-15,6,5,25,16,2,4,4,4,2,4,1,2,1,0,0,4,0,0,0,0,82,49,7,173,55,126930
2024-06-16,6,6,18,8,1,5,3,4,6,5,2,2,2,1,1,6,2,2,1,1,82,59,7,201,60,161891
2024-06-17,6,0,23,16,0,5,3,4,8,7,2,3,2,1,1,3,2,1,2,1,52,57,6,179,45,145189
2024-06-18,6,1,22,13,1,5,3,3,6,5,1,3,2,1,1,5,2,1,2,1,110,46,7,163,52,168849
2024-06-19,6,2,18,8,0,7,4,3,5,6,1,2,1,1,1,6,2,1,2,1,67,60,8,184,54,141172
2024-06-20,6,3,19,9,1,9,4,4,6,7,1,2,2,1,1,5,1,2,2,1,75,60,6,174,51,200000
2024-06-21,6,4,20,14,1,5,4,5,7,6,2,2,2,1,1,5,2,2,1,1,50,48,8,179,44,135041
2024-06-22,6,5,18,9,0,4,5,4,4,5,1,1,1,1,1,6,2,2,2,1,79,35,10,192,58,137445
2024-06-23,6,6,18,12,0,6,3,3,5,6,2,3,2,1,1,4,2,2,2,1,78,44,8,201,62,136987
2024-06-24,6,0,22,12,1,4,5,3,6,6,1,2,2,1,1,4,2,1,2,1,69,55,6,167,42,129194
2024-06-25,6,1,22,16,0,5,6,3,7,5,2,2,1,1,1,5,2,1,2,1,53,48,8,187,52,149324
2024-06-26,6,2,23,17,0,5,4,5,7,7,2,2,2,1,1,4,1,2,2,1,55,38,7,172,56,131541
2024-06-27,6,3,27,21,0,4,6,4,4,5,2,2,2,1,1,4,2,2,2,1,66,61,8,176,58,124503
2024-06-28,6,4,27,18,0,6,5,3,5,7,1,2,1,1,1,5,2,1,1,1,49,46,7,167,54,153329
2024-06-29,6,5,24,17,2,4,3,3,5,4,0,1,1,0,0,3,0,1,1,0,50,41,6,170,43,116889
2024-06-30,6,6,27,19,1,5,5,3,7,6,1,3,1,1,1,5,2,2,1,1,98,64,5,194,56,171698
2024-07-01,7,0,22,15,0,7,4,4,2,10,2,3,1,1,1,3,2,2,2,1,124,46,9,186,52,187742
2024-07-02,7,1,27,20,0,4,4,4,5,9,2,3,1,1,1,5,1,1,1,1,68,39,8,157,49,145951
2024-07-03,7,2,31,24,0,6,5,5,6,6,2,3,1,1,1,6,1,1,2,1,66,69,8,180,56,146347
2024-07-04,7,3,25,16,0,7,6,4,6,7,1,2,1,1,1,4,2,2,1,1,76,43,9,188,56,155151
2024-07-05,7,4,28,18,0,4,6,3,5,5,2,3,1,1,1,3,1,2,1,1,92,44,7,164,43,167006
2024-07-06,7,5,31,22,0,7,4,3,5,8,1,2,2,1,1,4,1,2,2,1,96,52,9,223,63,129881
2024-07-07,7,6,23,16,1,4,5,4,5,6,2,3,1,1,1,5,2,1,1,1,83,56,7,227,70,148891
2024-07-08,7,0,31,21,0,5,6,4,7,6,2,2,1,1,1,5,2,2,1,1,93,44,6,162,44,169841
2024-07-09,7,1,31,25,2,5,4,2,4,6,0,2,1,0,0,3,0,1,0,0,62,39,6,129,42,113749
2024-07-10,7,2,31,25,1,6,5,4,6,9,1,2,1,1,1,4,2,2,2,1,89,38,6,174,50,156898
2024-07-11,7,3,25,15,1,7,3,3,6,5,1,3,1,1,1,3,2,1,2,1,79,43,12,190,50,161908
2024-07-12,7,4,27,20,1,6,4,5,4,5,1,2,2,1,1,4,3,2,2,1,62,47,6,196,52,144253
2024-07-13,7,5,26,16,1,9,5,2,7,7,2,2,2,1,1,5,1,2,1,1,98,56,7,203,51,150900
2024-07-14,7,6,27,17,1,8,7,2,4,5,1,3,2,1,1,4,2,2,2,1,85,41,6,204,52,144998
2024-07-15,7,0,28,21,1,5,3,4,5,9,1,2,2,1,1,4,1,2,2,1,86,58,11,184,51,123967
2024-07-16,7,1,26,19,1,6,5,3,6,7,2,2,2,1,1,5,1,1,2,1,65,47,7,172,48,136932
2024-07-17,7,2,23,16,0,6,4,3,6,6,2,2,1,1,1,3,2,1,2,1,102,39,9,168,52,163557
2024-07-18,7,3,22,14,0,4,4,3,7,6,2,3,1,1,1,3,2,2,2,1,80,46,4,159,50,166161
2024-07-19,7,4,28,21,0,5,6,3,5,9,1,2,2,1,1,4,1,1,2,1,73,38,9,166,43,154765
2024-07-20,7,5,30,24,1,4,2,4,6,5,2,3,1,1,1,6,1,2,1,1,78,51,7,209,63,134991
2024-07-21,7,6,27,20,1,6,4,3,6,5,2,2,2,1,1,5,2,2,1,1,71,58,6,223,69,164512
2024-07-22,7,0,22,12,0,4,5,2,7,5,2,2,1,1,1,5,1,2,1,1,99,45,11,171,56,150398
2024-07-23,7,1,30,20,0,4,6,2,5,7,2,3,1,1,1,5,1,2,1,1,75,46,7,161,52,136647
2024-07-24,7,2,29,21,0,6,5,4,6,8,2,2,1,1,1,5,1,1,1,1,67,46,8,191,53,137823
2024-07-25,7,3,24,16,0,7,4,4,7,5,2,2,1,1,1,5,2,1,1,1,75,58,10,187,50,129570
2024-07-26,7,4,22,12,0,6,7,3,5,7,2,3,1,1,1,3,2,1,2,1,93,61,10,173,55,151344
2024-07-27,7,5,24,14,0,5,3,4,8,5,2,2,1,1,1,3,1,1,1,1,82,38,5,219,68,132224
2024-07-28,7,6,23,17,0,6,4,4,5,8,2,3,2,1,1,5,1,1,2,1,84,53,6,202,62,145497
2024-07-29,7,0,28,22,0,7,4,4,6,4,1,3,1,1,1,3,1,1,2,1,95,35,8,174,51,140243
2024-07-30,7,1,31,21,0,5,5,3,4,5,1,2,2,1,1,5,1,2,2,1,86,60,7,170,50,164372
2024-07-31,7,2,23,14,1,7,5,4,5,6,1,3,2,1,1,4,1,2,1,1,79,60,8,158,50,149261
2024-08-01,8,3,31,23,0,4,3,4,6,7,2,2,2,1,1,3,1,1,2,1,61,53,12,177,56,124359
2024-08-02,8,4,31,24,0,5,3,4,5,5,2,2,1,1,1,6,2,2,2,1,76,67,5,161,46,176595
2024-08-03,8,5,22,15,0,6,3,3,4,9,1,1,2,1,1,6,1,2,1,1,75,56,6,226,64,132936
2024-08-04,8,6,24,17,1,5,5,4,7,3,1,3,2,1,1,3,1,2,1,1,44,51,8,197,54,137365
2024-08-05,8,0,22,16,0,8,6,3,6,7,2,2,2,1,1,5,1,2,1,1,71,51,9,158,45,161034
2024-08-06,8,1,23,16,2,3,3,4,4,6,1,2,0,0,0,2,0,1,0,0,51,38,4,159,46,137992
2024-08-07,8,2,22,14,2,2,4,2,5,8,0,1,1,0,0,2,1,0,0,0,45,32,7,157,40,148076
2024-08-08,8,3,31,23,2,5,3,2,4,7,0,2,1,0,0,4,0,1,0,0,77,41,7,158,48,146947
2024-08-09,8,4,30,20,2,4,5,2,3,3,0,3,1,0,0,4,0,0,0,0,65,27,6,144,43,138554
2024-08-10,8,5,22,12,1,5,4,4,4,8,1,2,1,1,1,4,2,1,2,1,81,63,6,217,70,149450
2024-08-11,8,6,27,21,0,5,4,4,6,5,2,2,2,1,1,5,1,2,1,1,73,62,6,194,64,154444
