date,month,day,weekday,high_temp,low_temp,weather,ブレンドコーヒー,アイスコーヒー,アメリカンコーヒー,本日のおすすめコーヒー,カフェ・ラテ,豆乳ラテ,ハニーカフェ・オレ,沖縄黒糖ラテ,カフェインレスコーヒー,カフェインレスカフェ・ラテ,ティー,アイスティー,ロイヤルミルクティー,豆乳ティー,国産みかんジュース,青森県産りんごジュース,カフェ・モカ,ココア,宇治抹茶ラテ,キッチントルコライス,ビーフシチュープレート,焼きトマトのハンバーグドリア,海老とペンネのグラタン,十六穀米のミートドリア,からあげ,フライドポテト,エビアボカドサンド,ポンレスハム＆生ハムサンド,キッチンチーズドッグ,キッチンレタスドッグ,キッチンジャーマンドッグ,ピザトースト,瀬戸内海産しらすとたらこ,ナポリタン,ice_drink_sales,hot_drink_sales,accurate_revenue,revenue
2024-04-09,4,9,1,15,6,0,21,31,25,61,35,32,49,45,35,42,21,30,42,49,45,44,33,33,39,96,112,105,78,92,28,30,65,58,47,34,36,54,67,100,100,142,1015350,153002
2024-04-10,4,10,2,13,3,2,19,27,25,32,33,24,38,29,39,32,21,32,37,38,39,39,34,39,43,79,78,57,67,65,33,22,41,51,39,27,19,26,60,62,98,81,772510,125547
2024-04-11,4,11,3,17,8,1,39,23,36,24,47,33,30,53,22,29,21,31,59,21,40,51,39,38,45,82,69,127,78,88,34,26,59,63,48,33,39,54,70,67,148,99,944280,154459
2024-04-12,4,12,4,14,8,0,22,30,23,32,33,31,37,28,33,33,28,29,52,43,30,34,47,51,51,111,65,99,97,95,38,34,67,78,22,31,27,54,73,92,106,123,979790,163761
2024-04-13,4,13,5,10,0,1,32,22,24,30,44,33,36,62,34,49,19,32,35,42,40,42,24,48,48,91,80,105,113,65,21,31,73,79,25,35,36,43,76,87,142,150,979120,162968
2024-04-14,4,14,6,19,9,2,20,25,22,35,25,17,31,40,20,22,20,28,33,36,23,34,48,37,48,93,88,80,80,80,36,16,45,40,47,22,40,30,86,68,128,102,854790,144787
2024-04-15,4,15,0,18,12,0,39,22,26,39,47,43,52,30,29,36,26,40,37,44,23,38,37,35,46,110,93,94,94,82,27,17,37,49,35,40,32,48,55,80,126,109,936290,172711
2024-04-16,4,16,1,11,1,1,32,30,31,32,37,32,44,31,26,46,25,32,32,37,35,55,29,31,48,113,99,84,80,100,35,26,39,49,41,54,48,53,70,77,101,100,962700,133636
2024-04-17,4,17,2,13,4,0,38,25,34,28,47,24,42,48,34,41,18,29,35,37,49,37,42,26,39,112,63,75,113,45,49,22,46,51,38,45,44,46,79,98,104,96,927850,149103
2024-04-18,4,18,3,10,2,1,38,32,30,30,29,35,38,51,23,27,29,31,45,41,36,58,57,17,51,130,50,100,116,98,37,24,57,38,44,46,22,49,72,98,137,94,1002700,136836
2024-04-19,4,19,4,13,6,0,37,28,27,46,36,49,54,48,34,31,21,39,37,33,54,42,43,33,48,36,120,78,104,95,33,28,50,43,59,47,43,54,88,70,119,127,966780,153103
2024-04-20,4,20,5,12,3,1,26,33,33,39,23,33,39,46,39,47,39,17,40,46,43,49,40,33,50,92,106,119,96,87,33,24,50,47,50,42,29,36,93,111,135,126,1039040,148948
2024-04-21,4,21,6,12,2,0,28,32,29,45,27,32,32,47,27,50,20,21,45,38,42,39,42,35,66,119,114,99,76,84,51,44,45,58,22,40,52,46,95,70,135,136,1014990,185195
2024-04-22,4,22,0,14,8,1,46,33,25,42,42,32,48,58,35,37,30,35,42,54,55,37,35,34,34,79,84,83,98,114,16,29,51,71,50,17,31,57,90,56,92,124,974750,166698
2024-04-23,4,23,1,11,3,0,29,33,30,38,28,54,52,39,28,44,22,36,34,40,30,65,46,40,56,134,108,113,96,103,35,22,54,60,42,39,37,63,93,102,132,100,1115680,157250
2024-04-24,4,24,2,13,3,1,26,27,22,42,35,36,45,39,35,54,28,45,43,51,29,56,43,27,34,103,118,81,104,83,44,32,38,52,47,47,44,28,87,65,137,101,992400,140713
2024-04-25,4,25,3,11,5,0,31,31,39,22,35,43,50,45,34,39,30,28,35,46,32,52,55,38,29,118,103,113,98,55,30,24,34,49,33,47,33,61,71,65,98,102,972240,132524
2024-04-26,4,26,4,12,2,0,37,42,34,42,42,53,44,59,22,37,32,17,25,38,27,51,38,45,48,73,102,123,85,91,32,30,61,66,48,30,35,46,118,62,136,97,1021980,164482
2024-04-27,4,27,5,16,8,0,24,29,23,51,39,39,35,56,37,37,32,39,49,46,48,34,52,40,41,98,94,84,48,70,41,21,40,69,40,29,32,22,61,40,120,152,870570,142022
2024-04-28,4,28,6,18,11,0,24,39,35,38,39,41,43,46,28,36,28,30,38,48,45,48,52,27,50,84,94,117,71,78,50,32,63,51,30,37,43,46,56,84,115,165,963130,170957
2024-04-29,4,29,0,15,6,0,22,37,37,35,49,35,31,60,22,22,34,28,48,42,38,36,51,41,36,118,92,100,101,82,29,25,71,42,41,48,47,49,64,74,106,99,995120,158055
2024-04-30,4,30,1,17,11,0,29,18,22,39,33,32,49,44,28,29,27,24,46,45,54,55,26,37,30,112,117,126,104,58,34,36,74,49,48,31,46,47,77,86,136,106,1032710,106279
2024-05-01,5,1,2,23,17,1,36,21,36,37,43,23,35,42,28,33,16,22,46,33,44,43,23,43,47,144,107,78,87,82,37,26,38,43,37,48,35,51,102,69,117,106,988280,168665
2024-05-02,5,2,3,17,9,1,21,23,32,45,43,50,42,52,29,41,12,25,35,47,47,45,30,42,47,112,78,100,57,97,28,37,56,52,22,35,43,41,89,94,110,126,973350,130026
2024-05-03,5,3,4,17,9,1,31,33,39,39,38,49,34,39,43,42,24,29,34,28,45,38,43,36,51,81,83,99,68,58,32,23,69,61,43,36,37,42,71,89,124,87,918580,163409
2024-05-04,5,4,5,23,17,1,23,36,30,40,31,36,34,34,39,33,35,35,35,51,31,41,25,55,47,135,95,76,75,72,25,30,37,54,48,41,26,35,72,60,149,108,920520,128468
2024-05-05,5,5,6,21,11,0,24,28,43,37,32,27,49,38,27,31,29,36,33,43,33,35,34,30,46,126,109,92,118,54,41,37,58,31,33,31,45,32,83,55,132,152,956900,140134
2024-05-06,5,6,0,23,17,1,41,29,40,38,45,43,37,24,32,58,24,33,25,45,39,27,34,45,53,83,121,94,81,99,45,40,54,50,46,31,37,45,105,106,124,113,1032610,122916
2024-05-07,5,7,1,16,10,1,29,17,32,26,36,42,23,45,39,36,36,26,41,36,26,41,38,44,53,54,109,95,69,97,32,22,63,61,34,38,39,44,58,57,136,106,890080,150408
2024-05-08,5,8,2,19,9,1,25,27,18,47,33,44,41,36,22,45,19,24,45,31,37,46,46,52,68,108,108,72,84,82,28,30,61,40,67,51,35,29,67,83,122,110,969000,127999
2024-05-09,5,9,3,20,14,0,28,31,35,32,36,46,31,28,25,40,19,27,45,34,32,47,39,38,66,79,115,98,81,92,34,24,65,51,44,41,38,52,58,83,111,126,962610,139450
2024-05-10,5,10,4,21,15,1,25,25,27,18,36,14,47,54,30,17,32,29,39,38,47,46,49,38,53,79,107,88,98,95,36,31,61,56,47,30,33,37,69,105,117,98,977450,146441
2024-05-11,5,11,5,23,16,1,33,38,34,35,39,34,23,70,35,41,18,27,52,53,53,40,45,41,50,72,101,83,79,78,31,29,59,39,31,28,20,45,54,75,141,137,909190,126469
