date,ice_drink_sales_actual,ice_drink_sales_predicted
2022-12-08,51,57.604294
2023-01-11,45,56.0927
2005-08-29,180,168.7969
2008-01-22,40,47.070366
2020-12-07,47,40.96408
2002-11-23,68,64.36798
2019-07-01,198,176.64671
2016-02-22,51,53.34531
2021-11-07,69,64.978645
2007-04-02,112,107.451225
2002-05-29,98,115.30376
2016-05-05,130,113.85914
2002-02-05,50,60.778877
2009-05-11,119,116.28461
2013-11-10,62,67.42018
2018-06-29,157,174.56702
2005-12-17,65,65.61088
2005-07-11,142,147.6257
2003-07-21,168,171.28845
2017-09-12,83,118.11035
2020-06-22,176,170.87308
2002-02-28,58,56.938942
2015-03-26,100,107.38499
2000-03-29,95,104.68725
2000-07-31,182,174.58841
2016-06-26,207,199.78238
2004-09-17,124,120.16068
2006-03-01,127,94.44432
2018-09-28,115,110.374245
2001-03-23,135,113.40229
2001-10-15,99,113.06538
2022-12-29,52,57.178852
2012-01-23,44,57.197914
2024-08-05,167,174.7083
2005-05-19,124,114.028305
2001-10-30,105,115.9185
2003-08-15,189,171.47043
2018-05-23,108,108.420494
2008-06-05,165,176.85263
2022-06-11,188,142.37643
2013-10-23,136,112.099846
2004-04-06,96,107.116196
2013-02-24,60,72.83692
2010-12-08,51,40.552887
2015-02-23,55,56.643997
2022-11-28,54,61.819992
2004-05-14,119,106.846504
2021-08-11,168,174.15314
2013-08-03,219,205.50462
2000-06-18,190,208.70735
2024-03-07,139,113.91139
2015-08-08,234,211.2588
2011-11-21,60,55.63674
2020-05-08,86,114.323425
2001-12-09,61,69.30807
2010-08-23,165,174.24365
2024-06-03,162,174.18509
2000-04-05,116,107.93084
2018-03-31,163,121.45869
2022-08-22,164,174.53432
2018-02-28,54,60.69467
2021-05-02,176,143.27446
2009-07-19,224,206.1542
2019-02-23,85,69.21002
2000-09-05,116,116.318436
2021-02-11,59,55.822678
2014-06-17,182,177.2145
2008-08-14,172,173.69861
2006-01-30,59,60.230324
2011-10-14,133,114.69884
2011-10-09,97,109.979706
2011-05-25,135,113.04432
2000-08-27,205,206.1659
2008-07-04,181,179.74689
2022-02-12,72,65.83121
2024-07-10,140,145.80647
2014-06-07,203,215.88924
2012-11-13,52,54.28853
2009-05-04,95,115.649826
2003-08-08,193,178.65016
2015-07-30,180,175.0456
2008-07-27,195,208.66516
2008-03-19,91,104.83048
2005-03-12,124,125.2207
2022-01-24,52,58.33198
2014-11-19,45,56.409832
2005-10-25,118,111.26617
2024-05-04,149,133.85025
2018-06-09,198,214.06122
2019-10-22,108,109.94161
2003-12-01,57,57.458557
2021-02-04,54,62.606586
2000-11-14,56,54.80101
2002-07-29,167,172.99457
2011-03-23,94,109.85646
2005-09-03,127,141.77008
2010-11-05,61,60.262142
2018-01-02,42,57.06755
2022-01-05,51,59.746624
2019-04-24,133,109.743385
2009-07-11,205,214.17097
2004-07-07,189,175.95163
2013-01-01,61,58.273155
2024-01-11,53,47.305832
2010-05-18,129,110.72119
2011-10-08,128,126.177536
2024-04-16,127,108.91372
2004-07-17,220,210.43962
2021-03-11,126,106.05742
2000-11-11,59,67.09242
2011-11-27,80,61.014538
2009-11-01,69,78.18564
2019-08-14,168,172.45374
2001-06-02,202,213.17026
2016-07-18,176,175.84749
2004-05-27,92,94.25592
2022-01-23,62,70.786285
2019-07-25,145,149.00429
2023-02-25,48,57.983097
2021-01-12,73,57.436756
2018-11-10,69,69.051216
2017-04-15,120,102.185616
2010-08-17,191,171.59239
2009-04-19,107,132.9853
2008-04-25,82,97.956505
2010-04-07,108,108.90268
2006-02-11,61,64.241264
2010-06-17,177,172.40163
2015-10-29,110,114.37546
2004-02-22,66,73.18372
2009-04-04,139,132.5132
2022-11-19,59,65.4329
2013-10-12,105,134.81583
2018-07-30,175,175.54745
2001-09-12,101,110.622574
2019-07-12,193,178.36336
2005-11-03,52,49.877228
2004-02-10,44,54.325333
2019-11-05,53,49.728104
2014-09-20,125,115.35569
2021-01-28,47,57.15327
2001-07-08,209,215.71162
2004-01-19,56,58.020798
2018-08-28,176,173.34727
2023-12-31,58,68.253624
2024-07-04,167,177.86726
2022-01-30,69,68.045525
2012-05-13,118,132.60846
2000-11-17,52,53.923843
2013-10-18,115,113.64323
2017-03-23,116,103.224945
2017-07-27,181,172.90587
2015-02-08,70,80.49797
2002-01-13,76,73.11241
2016-03-11,120,112.235275
2009-06-29,165,175.9611
2019-04-04,109,113.90041
2024-07-01,170,178.32414
2015-04-15,130,106.89644
2000-08-10,186,173.29607
2011-05-28,144,133.25627
2018-05-11,99,111.26689
2004-07-28,159,149.72937
2022-12-27,60,57.80894
2016-04-23,133,128.6397
2005-02-05,54,71.07144
2006-04-07,131,111.78868
2017-11-11,62,66.12918
2000-04-17,129,110.01785
2012-02-28,62,58.154644
2024-06-01,218,213.54471
2000-05-11,98,109.66475
2004-10-06,117,109.61492
2021-11-05,72,56.288963
2016-10-11,139,110.09695
2017-10-15,131,129.9007
2012-11-23,65,53.96374
2005-11-12,61,67.181335
2004-10-05,72,91.053085
2018-01-30,66,59.29293
2010-09-10,90,118.44443
2012-05-08,100,93.79381
2002-01-03,57,57.5194
2003-06-07,217,207.30125
2016-04-10,149,155.38513
2023-05-14,113,140.08711
2006-05-05,90,104.739136
2008-06-27,166,172.3954
2006-11-27,56,57.596905
2005-02-20,76,71.45884
2002-12-26,64,55.68544
2007-05-08,93,111.54467
2003-11-22,60,68.57433
2015-01-11,60,71.38762
2020-10-24,137,125.61853
2007-11-25,80,68.47327
2005-12-05,52,59.093887
2023-12-08,45,42.0478
2012-12-23,64,70.08113
2008-08-15,182,174.15146
2011-11-02,55,53.976707
2018-04-06,81,93.45413
2016-09-24,125,145.86845
2004-05-22,169,131.60971
2021-08-21,196,207.67946
2021-10-16,105,139.01427
2016-05-08,150,142.08902
2019-08-21,176,171.20084
2013-03-18,93,110.39416
2018-08-19,220,210.09868
2020-02-17,45,58.779465
2001-07-21,226,211.39342
2011-01-02,60,71.97447
2009-11-25,37,48.081177
2015-05-05,146,116.50818
2014-04-16,120,95.4747
2008-08-19,164,170.86302
2009-01-08,48,60.883057
2016-11-23,58,56.238132
2014-03-01,125,129.16214
2007-02-16,48,59.20914
2008-10-15,103,111.84268
2005-05-16,101,115.401794
2013-11-06,50,55.61151
2023-12-19,51,53.587288
2009-05-30,119,134.94781
2021-12-16,56,53.769928
2015-08-30,217,208.48517
2017-06-13,197,171.98521
2021-09-20,116,114.72822
2007-01-30,67,57.993664
2009-09-12,121,113.25539
2006-12-06,58,57.892483
2020-03-13,112,114.07562
2022-05-03,125,114.61911
2002-05-06,101,111.43114
2009-03-03,104,113.31354
2001-08-09,152,171.65814
2013-01-25,52,58.43576
2011-07-17,223,209.78404
2018-07-09,157,174.86298
2002-01-17,53,59.132137
2001-08-15,174,173.7316
2002-11-21,64,51.35267
2021-07-02,164,182.69267
2018-10-21,154,130.81665
2017-01-31,46,58.84998
2021-08-13,159,147.4529
2009-02-14,81,64.143585
2017-12-11,62,56.327908
2019-06-14,175,174.76062
2008-11-28,38,56.607525
2005-07-18,169,172.03004
2019-05-11,137,135.4584
2020-11-02,54,54.38659
2014-06-30,183,174.30734
2022-03-17,103,104.12148
2019-04-23,97,109.48774
2003-10-15,92,108.96834
2014-09-01,114,123.70781
2008-03-21,93,112.766975
2003-03-08,129,134.09303
2021-10-18,126,110.92323
2017-09-09,147,145.56245
2008-02-03,75,79.53392
2002-10-07,130,108.18063
2020-08-03,191,174.98312
2021-06-18,186,171.111
2008-12-18,69,57.2162
2018-09-04,83,114.50366
2007-05-22,86,98.22858
2017-07-10,167,179.16074
2007-11-21,66,54.760395
2018-09-25,118,115.572876
2010-03-23,93,108.130646
2007-06-11,190,178.70097
2000-04-16,128,143.29303
2012-01-05,70,62.486908
2016-12-09,49,57.34743
2008-04-15,121,111.452415
2010-11-29,52,63.150948
2000-01-15,79,67.90478
2003-08-23,218,208.49284
2012-03-12,140,107.30531
2000-10-13,104,118.11956
2009-11-02,38,50.165916
2018-09-03,109,108.58397
2010-05-13,124,106.54519
2009-05-17,125,128.54836
2021-11-02,49,56.419456
2020-12-01,57,58.249306
2012-12-28,41,50.527122
2024-06-19,192,171.23671
2004-06-11,198,176.75783
2002-07-21,217,209.91805
2021-08-30,187,168.08444
2020-10-17,125,125.82079
2022-02-03,55,58.595356
2004-03-10,74,91.905975
2021-10-17,151,134.78423
2019-02-03,72,71.31265
2006-06-16,171,176.64679
2013-03-16,136,120.042564
2008-10-07,93,105.85503
2014-11-14,46,53.567074
2021-02-16,53,52.93498
2012-05-25,83,97.460106
2004-09-14,109,117.25384
2023-11-14,64,55.662792
2012-05-11,118,93.04492
2002-11-18,61,57.97448
2004-12-12,63,68.27792
2018-12-31,58,57.136925
2001-11-07,48,53.943153
2018-03-24,153,125.23993
2023-05-25,83,108.52342
2001-07-17,166,172.88957
2009-01-10,63,67.71006
2007-02-24,65,65.71958
2019-02-24,65,73.54491
2007-06-09,200,213.691
2003-03-02,127,104.02587
2018-04-19,92,111.81989
2014-10-31,89,116.47302
2006-04-21,136,118.01321
2019-07-03,177,176.58394
2011-07-04,157,175.66257
2020-10-25,136,135.82928
2014-06-04,157,179.60027
2018-03-14,110,116.01944
2020-02-26,50,55.59266
2014-10-05,158,131.37595
2011-10-02,139,130.53644
2015-12-03,68,55.269764
2012-07-16,175,171.30898
2013-05-31,126,108.40429
2009-06-10,158,177.41316
2002-06-27,158,149.22775
2011-03-09,100,104.49088
2003-02-23,66,72.68734
2009-01-03,63,54.36082
2017-11-03,39,47.799057
2001-09-15,138,136.49046
2008-10-09,105,115.682846
2016-04-04,133,104.810814
2015-01-20,49,55.445183
2019-05-16,109,91.9709
2004-04-17,102,108.71403
2003-08-06,168,172.81853
2015-12-07,61,55.875484
2022-05-30,129,113.36063
2013-08-28,165,172.64165
2012-05-06,151,138.10645
2010-01-16,73,66.150986
2016-07-20,167,173.42052
2006-11-03,61,58.725338
2004-06-14,182,177.68442
2005-04-03,160,143.21107
2004-11-03,60,54.2344
2002-01-31,52,55.40876
2000-08-09,161,174.65508
2009-12-18,55,57.195892
2013-12-24,48,41.601288
2017-07-31,192,174.22032
2017-02-02,56,60.799965
2008-06-21,218,208.11389
2023-01-29,75,68.03107
2009-02-16,55,60.08555
2015-09-26,119,137.38118
2001-05-26,105,132.69936
2008-08-09,218,214.16556
2016-10-25,119,113.71044
2021-09-02,112,89.86391
2001-10-09,104,114.67596
2022-08-03,171,173.65219
2000-04-29,152,140.89633
2020-07-13,183,173.58643
2011-04-19,108,111.14558
2020-06-26,161,171.49713
2001-08-05,216,205.57907
2002-12-20,53,55.078693
2005-06-04,216,214.34729
2004-10-03,132,127.01671
2011-09-20,117,112.47455
2011-09-04,136,136.77975
2004-11-29,46,58.58278
2007-11-27,55,59.206142
2001-12-31,56,56.295406
2016-06-11,230,212.98042
2016-05-06,101,113.08561
2020-09-14,101,118.28823
2022-11-07,63,49.721817
2000-03-17,135,114.44951
2008-06-09,192,170.99533
2014-09-25,84,119.91894
2014-03-15,141,121.799416
2012-05-03,122,116.424484
2002-10-15,124,110.56272
2011-04-16,136,137.08965
2021-02-15,57,54.435684
2021-02-17,67,52.822548
2012-09-08,101,112.69222
2011-11-20,66,70.30587
2024-05-12,144,133.58301
2020-10-29,97,120.01389
2020-11-13,50,53.36568
2010-01-25,43,50.440613
2008-08-31,221,209.78197
2019-01-07,56,57.297134
2008-03-20,127,112.46622
2011-12-28,57,57.36398
2002-04-08,114,106.72267
2007-02-28,47,58.778816
2007-05-21,94,113.46232
2015-12-31,50,42.908478
2001-05-24,110,94.00397
2022-02-06,60,62.01385
2021-01-08,51,63.246666
2020-01-13,54,56.06202
2007-07-18,191,172.96973
2019-07-26,180,173.87234
2024-03-23,139,131.12206
2011-11-10,64,55.61105
2022-06-27,169,169.88219
2013-06-15,203,213.64952
2014-04-13,136,138.15422
2000-10-31,91,114.68124
2016-06-06,173,180.33537
2008-06-29,191,172.99156
2002-02-02,69,66.247765
2021-05-29,149,135.6264
2002-12-23,55,55.706375
2003-04-12,162,135.3184
2007-11-02,55,53.960556
2007-11-24,56,62.70782
2004-12-08,57,54.86378
2010-05-23,114,126.81431
2015-08-26,186,172.65494
2011-12-02,49,55.011658
2019-10-08,136,106.5811
2014-07-20,194,207.20259
2021-06-14,161,177.06905
2013-04-04,129,117.12413
2024-04-19,134,107.974915
2022-08-25,139,141.45262
2020-04-30,96,110.18923
2014-08-31,228,214.64584
2009-04-18,153,133.3088
2019-01-29,56,46.342545
2013-05-13,128,112.99967
2021-05-11,124,108.79709
2006-06-12,194,171.7434
2008-02-18,64,55.85356
2008-12-28,59,68.21529
2022-10-05,114,112.65088
2022-06-24,180,174.292
2020-03-24,129,111.593475
2011-07-26,187,177.74843
2004-07-08,175,179.14218
2020-01-06,52,56.965153
2006-04-10,141,107.7528
2003-01-31,52,57.250134
2021-06-23,140,146.53293
2017-05-01,111,109.08475
2005-01-09,73,74.580055
2010-12-18,62,67.18673
2000-02-07,53,53.06815
2019-06-21,161,174.02191
2023-11-19,74,68.008064
2000-01-20,53,58.54989
2008-09-20,134,140.88605
2011-12-04,78,68.426
2018-04-29,155,137.71503
2002-12-12,44,45.036377
2021-03-20,151,120.47906
2006-11-15,67,55.62328
2001-06-22,182,173.95546
2014-07-09,160,174.7396
2019-02-06,54,61.349804
2019-05-14,109,111.873634
2008-11-19,44,55.499218
2010-10-14,116,110.18095
2007-07-16,187,171.63956
2005-08-25,170,172.169
2010-03-09,116,110.90991
2018-04-26,94,111.194305
2000-12-12,40,37.624252
2014-01-12,83,74.29106
2022-01-02,51,68.85486
2014-12-11,52,56.07492
2013-03-17,127,101.57465
2004-05-16,138,136.5064
2012-01-04,58,57.570385
2022-08-23,126,145.64308
2017-01-05,50,57.550503
2002-12-07,59,64.02916
2002-12-14,47,51.142914
2013-03-11,83,92.51512
2011-12-23,45,57.78992
2021-11-16,47,56.98126
2020-06-11,172,174.28143
2023-03-06,124,109.56099
2016-07-29,165,174.58788
2020-04-04,137,137.31032
2021-11-03,43,52.565327
2015-11-16,46,45.657784
2015-12-29,42,54.876984
2023-04-21,108,110.60489
2002-11-10,66,66.39815
2022-08-20,223,208.70627
2011-11-18,42,55.123055
2017-08-01,142,147.44324
2003-02-01,61,66.988014
2003-10-01,96,112.3466
2014-04-11,119,110.80211
2007-11-28,62,58.820473
2000-11-29,57,57.96459
2006-02-27,63,63.648033
2021-02-25,68,59.318752
2011-03-15,113,105.86153
2005-07-22,188,173.96597
2007-03-26,92,109.67956
2022-10-31,116,111.4487
2014-07-23,178,174.69218
2003-02-21,46,57.19758
2023-04-09,150,147.79584
2016-05-30,128,112.3286
2009-09-08,98,114.45753
2023-11-20,59,55.034973
2020-01-19,74,70.88727
2014-02-04,42,55.200825
2015-03-12,109,92.60978
2011-10-25,130,110.88799
2017-04-24,87,110.25371
2004-09-22,80,96.446465
2023-12-12,46,53.56262
2002-11-04,49,53.14108
2000-01-24,59,58.736275
2003-05-11,137,136.21776
2020-03-08,154,133.767
2008-07-24,185,173.64822
2022-07-31,171,178.2498
2011-05-22,115,133.62556
2003-08-21,187,171.85059
2010-05-02,124,142.69878
2012-06-26,174,174.5454
2017-09-08,86,113.625435
2018-09-12,96,115.39995
2017-10-30,115,109.113754
2012-09-30,148,146.83191
2014-01-27,49,50.88632
2013-04-17,115,104.55145
2008-07-11,170,179.85918
2016-04-26,119,109.14711
2023-02-27,51,56.368683
2003-10-04,135,137.3068
2015-06-01,158,174.55681
2003-01-28,47,57.7957
2015-04-04,136,130.60628
2024-07-09,179,175.75217
2001-05-11,104,111.26689
2024-04-05,101,96.93953
2023-07-22,224,209.83704
2007-05-15,85,115.35002
2020-10-10,137,134.80608
2000-02-03,45,57.84869
2010-11-04,61,53.199554
2000-02-20,77,75.90339
2007-10-18,113,111.088394
2016-07-12,166,175.90067
2013-09-23,106,101.47418
2006-10-19,120,112.39317
2012-11-06,56,54.73808
2001-05-15,119,94.31273
2010-02-05,60,55.565495
2017-03-09,98,114.212074
2016-04-29,98,112.26437
2008-01-01,62,58.257614
2010-06-10,166,176.14134
2007-04-04,135,113.114235
2018-03-08,101,113.31257
2008-05-29,88,98.14365
2009-04-20,110,109.86348
2022-06-30,185,174.70445
2001-12-01,58,68.41326
2000-09-02,118,152.17235
2000-05-29,108,112.84754
2006-03-10,132,113.95298
2000-07-04,161,177.42996
2024-04-07,111,136.48074
2010-07-05,173,177.0826
2016-06-14,165,177.43433
2015-09-23,125,117.83554
2018-09-06,124,112.109024
2017-09-30,118,144.84918
2006-12-18,45,56.442837
2012-10-07,150,130.82079
2002-01-06,70,69.712036
2012-03-04,138,143.67203
2022-02-28,51,57.43908
2009-07-01,176,178.86382
2020-01-14,60,56.84813
2001-07-04,170,178.16325
2005-09-06,120,118.54832
2014-03-30,119,137.64624
2000-01-18,62,56.241604
2005-10-16,153,122.54226
2022-12-21,66,57.313194
2023-11-15,64,55.59172
2009-10-07,89,111.003265
2022-08-05,167,174.88591
2011-07-11,169,176.61552
2004-10-11,103,112.331
2021-09-16,116,114.20132
2002-02-03,69,73.343376
2020-10-21,98,112.65769
2009-10-10,156,136.06496
2024-03-08,98,115.1596
2022-09-12,102,118.053345
2013-09-15,114,136.24994
2021-04-07,120,113.18283
2014-10-26,139,135.89577
2019-12-10,50,55.352627
2024-08-01,181,174.79918
2000-06-17,206,211.98001
2013-03-07,81,113.57035
2011-08-16,181,173.80173
2023-06-12,163,171.06195
2018-10-04,105,109.9505
2008-03-25,129,113.54806
2014-04-23,110,94.68102
2022-11-08,47,55.482483
2020-06-16,177,171.5917
2005-02-23,59,52.795647
2021-12-11,60,65.855194
2009-03-09,105,116.60171
2001-12-19,65,54.02368
2003-11-27,53,56.065033
2009-06-27,219,208.6921
2001-05-02,135,116.00048
2015-10-05,122,112.53971
2015-12-08,47,42.59082
2020-05-02,117,135.91699
2023-09-09,147,143.53424
2010-03-22,99,106.42363
2006-09-24,157,140.35202
2006-11-13,68,54.70621
2018-03-01,120,112.259186
2013-05-15,91,110.76582
2022-01-10,42,52.53917
2018-04-08,109,143.04921
2018-02-22,55,56.79951
2008-05-23,107,110.267334
2017-10-04,126,110.90798
2010-10-07,105,110.050255
2024-05-20,111,110.03993
2018-08-18,229,209.07614
2007-11-23,59,57.26995
2020-05-19,126,115.123856
2000-12-19,49,56.05225
2003-05-07,136,110.62067
2017-07-25,162,174.18575
2014-06-06,163,178.01208
2017-09-14,97,117.89181
2006-12-09,54,66.50777
2004-09-27,95,112.33205
2014-02-26,49,53.522255
2016-03-01,109,104.83318
2007-09-03,126,123.742966
2023-06-03,231,214.45868
2009-05-21,117,114.46092
2017-04-09,123,138.21623
2020-10-12,101,108.46095
2002-09-21,106,115.717926
2016-10-02,122,126.0546
2001-03-29,117,108.16151
2007-07-14,213,213.78474
2021-03-04,96,112.97572
2016-01-19,65,55.84963
2014-04-12,123,103.127075
2001-11-13,57,43.120987
2019-05-05,106,140.62761
2024-08-10,217,213.67854
2018-01-27,57,62.497494
2020-07-16,191,173.27943
2010-12-16,64,55.690502
2022-01-01,81,63.959103
2014-07-24,180,175.5637
2008-05-02,99,103.6864
2002-12-04,53,57.788944
2018-01-22,67,57.07099
2014-06-24,157,176.06802
2003-11-07,59,54.85765
2012-09-14,118,118.61624
2018-10-08,119,103.64117
2003-09-11,131,118.91065
2006-11-20,35,46.37861
2014-11-10,54,54.880062
2020-01-20,47,58.923656
2022-07-08,163,179.44199
2017-05-08,95,110.01333
2015-03-18,84,92.30073
2008-03-11,115,104.894684
2007-03-12,84,116.78865
2016-10-13,98,111.479324
2001-03-05,127,114.05274
2004-01-12,52,55.963844
2006-07-27,182,173.97769
2021-11-09,53,54.490444
2015-11-21,77,66.939735
2023-03-18,149,132.28578
2020-01-15,67,55.962196
2005-09-18,104,130.04837
2024-04-04,98,115.467674
2023-12-01,60,57.65228
2004-04-07,80,93.11387
2014-06-08,212,214.56134
2015-06-03,170,178.7649
2001-09-29,122,141.72882
2016-09-28,92,113.02181
2012-08-30,188,170.12761
2000-08-21,156,149.75713
2014-09-19,115,113.20628
2020-06-01,160,172.23917
2014-08-24,208,203.82826
2017-02-18,74,64.4685
2018-04-09,120,106.184555
2019-10-13,92,107.46047
2008-05-03,89,107.39645
2010-07-04,224,219.43295
2006-03-02,109,113.970184
2014-01-17,36,48.053406
2007-08-26,213,213.25308
2004-03-23,98,112.373314
2011-05-04,124,109.12914
2012-04-05,114,109.24029
2012-02-03,58,58.593784
2004-07-20,187,174.60458
2003-04-25,104,111.783554
2023-08-06,203,216.53542
2007-08-03,156,175.82426
2003-11-03,45,55.56682
2000-04-11,124,107.970726
2000-11-15,46,55.45667
2017-11-22,66,51.638004
2001-09-17,92,118.02839
2002-05-16,95,107.118515
2012-06-07,156,176.93996
2005-11-19,66,65.06221
2013-12-10,55,58.476593
2011-04-18,107,112.74521
2013-07-26,183,176.06535
2012-07-04,176,177.66588
2003-03-29,122,123.69341
2007-12-28,64,53.74683
2000-11-30,58,52.187122
2006-04-06,118,109.20713
2004-09-25,133,141.04735
2007-01-24,49,57.1908
2013-01-21,49,57.449905
2011-06-21,183,172.37791
2001-04-06,111,94.001495
2015-10-10,150,129.42891
2006-07-05,164,176.71999
2011-08-10,148,145.59085
2020-02-01,73,67.302284
2000-01-09,86,70.956314
2021-12-01,59,55.148327
2000-04-09,127,143.8947
2018-03-20,146,111.20833
2007-01-20,62,67.66052
2016-11-26,60,57.523346
2010-10-20,101,113.97801
2004-04-10,99,103.56734
2003-11-30,65,61.183575
2017-03-18,116,129.6331
2003-07-11,160,178.51529
2000-02-01,45,56.939434
2018-11-22,58,51.47547
2019-08-08,179,167.0272
2010-10-16,130,125.53272
2013-04-25,132,108.92951
2021-09-29,106,116.97163
2002-01-28,49,61.64596
2010-12-26,70,69.22308
2019-04-11,105,106.5211
2001-06-24,185,162.43196
2017-01-08,54,61.600006
2009-08-10,132,151.42157
2004-09-26,118,142.06227
2007-05-07,95,112.18175
2012-07-24,181,173.76555
2016-12-17,77,54.964153
2019-02-09,73,72.926445
2010-09-08,136,112.52919
2019-04-19,97,96.56103
2013-09-21,146,142.02313
2014-12-13,59,70.56898
2009-08-20,176,170.88776
2004-07-29,189,174.8029
2019-06-28,182,172.57988
2018-01-25,63,57.705444
2021-06-17,166,172.73813
2016-06-04,214,214.74026
2017-11-10,52,53.59372
2022-02-18,72,57.955265
2024-05-23,99,111.03264
2023-04-07,129,116.171814
2003-04-03,112,111.89665
2006-10-09,100,113.16354
2004-04-27,113,108.1836
2016-07-02,199,213.49202
2013-04-18,92,96.51305
2004-08-15,222,208.41704
2008-04-26,131,138.01302
2018-07-05,194,176.76666
2001-08-24,157,173.33006
2021-08-22,196,205.63234
2006-08-09,180,172.83145
2002-08-23,156,173.44962
2016-03-25,94,107.54909
2008-01-23,65,55.224957
2002-03-22,115,113.58105
2011-02-05,70,67.00411
2006-11-04,63,70.13803
2003-02-16,64,75.888016
2015-09-20,135,138.66621
2008-07-29,186,176.23204
2003-03-21,119,113.05255
2020-11-15,67,64.76317
2008-07-03,170,177.91103
2001-04-10,102,110.87276
2020-12-22,55,57.82364
2007-03-13,122,109.78079
2000-10-18,127,109.872574
2020-04-08,97,108.35965
2006-01-08,60,71.73859
2015-12-20,60,68.723755
2005-09-14,114,114.25223
2011-01-21,47,45.56646
2003-02-19,61,53.36977
2007-01-21,67,70.11648
2022-04-15,107,109.966965
2010-08-21,206,212.14218
2020-03-15,161,137.13045
2003-12-23,50,56.833252
2004-07-30,182,177.14192
2022-09-17,137,116.77152
2015-08-21,166,175.39005
2001-08-17,159,175.22708
2009-12-05,66,67.77726
2019-07-24,198,176.45985
2005-09-29,127,112.98256
2018-06-14,186,169.70251
2017-06-26,187,172.43658
2005-10-12,114,106.35033
2014-07-02,167,179.41301
2019-12-09,59,57.538887
2023-11-18,59,65.75583
2005-11-20,76,61.655357
2014-05-09,138,115.399734
2015-06-08,155,179.70166
2015-12-13,83,65.24504
2014-07-31,174,172.95932
2008-04-21,110,107.64936
2002-11-12,43,55.23906
2013-08-30,180,173.58551
2011-03-22,126,113.21761
2011-12-24,67,64.59896
2007-10-30,114,114.70497
2002-07-16,180,174.28087
2017-10-19,88,108.51878
2005-04-02,153,129.73808
2017-01-09,46,58.34378
2009-02-02,47,62.137756
2013-02-10,61,68.651215
2021-09-10,100,92.85374
2022-11-15,60,54.4278
2021-09-07,120,113.4228
2005-04-21,94,92.82597
2014-12-10,56,55.23166
2021-01-22,61,58.80514
2022-04-06,124,106.511536
2006-10-01,176,125.25022
2004-09-28,123,117.17688
2015-06-21,222,208.28879
2013-05-17,125,113.47566
2016-07-15,173,174.9375
2020-01-25,70,64.535065
2018-08-27,179,171.66502
2007-02-15,58,61.11283
2016-07-25,171,171.94432
2004-02-11,50,55.824062
2014-01-18,69,65.16411
2009-04-27,141,111.28083
2020-03-31,107,114.44377
2008-02-16,74,65.500786
2004-02-21,73,63.53237
2012-02-26,62,72.22607
2007-08-09,174,173.87514
2008-05-01,104,113.06287
2007-03-23,126,112.12443
2009-05-06,106,113.290344
2021-11-04,63,56.54171
2015-03-10,140,114.64147
2021-10-21,109,114.8076
2023-08-24,176,173.41057
2018-07-01,230,220.06143
2008-03-05,135,105.14289
2016-01-06,51,55.25794
2011-06-16,191,169.88342
2003-03-26,93,107.20866
2011-05-12,104,113.6984
2001-04-28,144,134.69055
