date,revenue_actual,revenue_predicted
2026-12-07,154909,149288.16
2026-10-09,159166,148916.97
2028-04-28,135776,145288.84
2026-07-11,124446,150738.06
2024-07-04,136141,126026.266
2025-11-15,131300,149009.6
2028-01-13,144391,150286.44
2027-12-08,115322,124305.09
2025-07-04,135343,150458.53
2025-03-14,137850,149705.38
2026-02-03,162663,151793.95
2025-10-15,143387,151055.94
2029-02-15,153171,150185.19
2027-08-19,144416,149616.34
2024-08-02,133497,150358.52
2026-09-01,159680,148993.36
2029-01-30,134099,149466.0
2024-10-24,137032,149940.28
2027-02-15,156883,152396.28
2028-06-10,123973,150450.14
2027-01-18,148382,149659.92
2025-11-08,154086,149058.05
2027-04-13,180576,146425.39
2028-07-30,121838,133941.5
2025-09-04,168585,144802.36
2029-04-02,152739,146854.36
2027-08-24,108729,127813.91
2028-10-21,158090,148735.38
2025-02-14,159955,149593.58
2024-05-31,140076,147071.0
2029-04-26,177816,146137.16
2024-11-02,155623,147879.23
2029-02-11,175528,146314.72
2028-08-12,141380,151147.16
2024-04-25,177882,145481.06
2029-05-02,158509,149730.77
2026-09-17,146722,147216.34
2025-10-18,173788,148944.81
2024-12-22,106834,127863.8
2028-11-27,154496,147607.75
2026-06-29,135880,150739.47
2024-10-01,132676,146968.95
2025-01-28,159175,152655.48
2027-11-07,137726,148405.28
2025-01-26,100000,148512.58
2027-12-13,130794,150367.02
2024-10-09,107656,145055.0
2026-11-20,145757,145886.9
2026-04-30,159770,149863.73
2027-08-11,166216,148914.2
2027-09-11,134509,149605.4
2024-08-09,181638,147971.14
2025-05-30,130421,149320.48
2024-07-25,158851,149280.81
2028-09-27,145486,148922.77
2029-01-16,175500,151901.55
2025-11-07,152903,149499.1
2027-10-16,135467,149393.97
2029-03-15,131915,150374.31
2025-09-07,166965,151065.58
2028-07-24,131552,150849.19
2025-10-31,144223,149545.98
2025-08-03,144829,149876.6
2029-02-14,146056,148080.5
2026-08-01,172576,149723.56
2024-07-14,161148,150609.98
2027-12-14,127731,149441.97
2029-07-05,159196,149236.3
2025-04-24,132336,146521.8
2025-03-29,152613,146147.17
2028-08-23,145749,148793.02
2025-06-20,162368,149877.38
2026-12-08,139149,145791.8
2026-11-02,172908,150761.17
2026-01-06,167306,152611.92
2025-11-19,96286,124344.24
2027-10-03,139627,149090.95
2027-02-18,150753,148254.86
2029-07-30,140785,150968.73
2027-11-23,143094,151483.0
2025-12-15,151563,149704.61
2024-12-06,133566,149645.67
2028-12-11,143170,125900.26
2028-02-20,160488,148124.52
2027-11-04,140365,146959.52
2026-10-06,138089,147208.47
2024-11-19,153768,147396.25
2029-08-02,130086,147667.67
2025-09-10,132983,146416.95
2025-03-16,156394,146266.92
2028-10-31,144842,123709.445
2028-02-01,159394,148621.44
2027-03-10,124032,150700.44
2029-03-25,185065,147951.88
2025-01-27,142331,152589.39
2026-08-17,149328,151121.6
2025-12-07,147663,147240.11
2027-03-19,140563,149399.39
2024-12-03,150639,146868.47
2028-09-04,127059,148767.12
2027-05-22,172916,150149.17
2026-04-12,146542,145448.69
2025-07-02,165896,148917.34
2028-08-01,150991,149254.67
2028-03-12,167639,148489.19
2024-04-19,155531,149010.08
2027-10-04,110792,125399.66
2024-05-29,163031,149953.62
2025-07-18,146291,149987.66
2027-09-29,154118,149038.42
2024-10-25,147790,145490.5
2028-04-29,171598,148527.98
2027-10-27,176048,150338.81
2028-02-15,151906,151616.77
2027-11-09,167327,149583.98
2025-10-02,176349,146163.97
2025-05-28,118200,123983.07
2028-11-18,138446,145771.17
2028-08-05,149466,150458.48
2024-11-15,146266,145990.19
2029-06-29,132806,150054.38
2024-07-05,159835,150364.25
2026-04-07,161357,150491.36
2029-06-11,122755,128721.88
2029-02-10,140364,148885.16
2027-04-06,159345,151179.4
2027-10-06,135506,144717.52
2025-02-06,131858,147706.28
2029-04-10,156338,150918.78
2025-11-01,155488,146246.73
2024-11-29,142931,149833.23
2027-01-25,173181,152859.17
2028-01-28,156451,128015.445
2025-10-24,137518,146212.53
2027-07-21,189584,149010.61
2024-07-20,138370,149532.67
2027-10-02,125239,126539.81
2027-08-13,141527,150455.34
2024-12-08,170756,147911.2
2026-06-03,150126,147646.98
2026-05-10,151571,149296.94
2026-09-16,175100,147445.78
2025-06-09,144924,148796.33
2026-04-21,177726,148787.22
2025-11-27,152343,145531.05
2028-09-01,150946,149669.88
2024-11-13,169452,148543.08
2024-09-16,176475,150827.98
2025-11-24,153974,150628.34
2025-03-23,119465,126939.266
2029-04-29,117727,144971.06
2027-08-09,100579,127650.19
2028-11-10,153376,149363.42
2027-06-15,116004,125724.71
2024-06-13,143331,149358.6
2027-01-13,155721,149548.33
2026-05-24,130363,127213.664
2024-04-28,145535,148257.3
2029-03-12,158819,147522.78
2024-11-21,131050,124850.12
2025-01-10,170114,148788.27
2028-08-29,139211,150258.16
2024-07-29,151459,150601.8
2028-01-21,153837,148842.34
2027-08-26,172867,148188.89
2024-09-06,178219,150213.94
2024-10-16,140508,150884.22
2027-10-22,144499,149581.11
2026-06-07,131167,150183.47
2026-05-13,171535,150112.61
2029-03-06,115555,127528.16
2024-05-15,143600,149681.5
2025-06-23,123322,130428.71
2026-04-23,140364,146438.8
2028-03-22,187148,150496.02
2029-07-08,125379,151160.55
2025-12-06,138316,127284.83
2028-07-09,150282,151610.58
2027-04-07,119139,124668.48
2025-03-13,190127,146502.02
2029-03-21,163594,150676.66
2024-12-27,149604,150220.67
2027-05-05,155485,145896.0
2027-12-02,143784,146295.33
2024-10-31,158282,146105.12
2029-06-03,157926,150450.72
2029-05-26,153670,145228.19
2028-11-29,183330,146344.67
2026-02-04,132052,151265.67
2024-05-25,144176,149392.89
2025-09-05,117511,149295.73
2028-07-03,149652,150940.08
2024-06-08,172312,151004.72
2024-09-05,149962,149649.25
2028-08-18,139906,150578.62
2028-02-23,160833,148440.77
2025-11-26,146029,148675.06
2027-11-13,100703,149228.1
2026-04-18,153836,148531.38
2026-08-13,166267,145037.73
2024-05-11,108603,144716.62
2026-09-28,180234,151141.77
2029-05-23,149862,144402.22
2028-04-12,150194,150219.38
2024-06-11,143548,149806.14
2029-05-20,129473,149793.89
2028-01-12,151948,151947.39
2025-07-22,156009,149398.95
2025-06-03,150413,149806.14
2025-05-12,139728,151201.34
2026-09-13,167608,149761.55
2026-10-26,167900,147623.31
2024-04-26,139895,149227.02
2028-02-12,143348,147857.23
2025-09-21,154704,146679.1
2027-01-28,172989,150448.52
2026-05-07,125895,149546.69
2025-09-30,156150,150444.08
2027-12-17,159884,147967.3
2028-05-26,152108,146917.2
2028-06-12,171689,148248.25
2029-08-05,164132,148033.75
2028-06-18,142406,150075.11
2024-05-10,132297,149103.92
2027-10-11,157883,151393.61
2024-09-11,146273,150303.66
2026-11-01,200000,148670.45
2025-04-13,138411,126448.484
2029-05-28,146593,151216.42
2025-10-30,161271,148642.22
2026-07-30,129124,149543.34
2025-03-12,138143,126772.96
2025-03-28,153823,149548.8
2027-04-29,143605,149906.8
2026-12-06,151145,147913.12
2027-11-21,163289,149339.4
2025-07-25,154870,150215.19
2027-02-14,141481,129401.99
2024-09-28,129722,149411.6
2025-11-28,136571,148920.27
2029-04-08,153074,145332.58
2025-09-13,148930,150358.31
2026-06-22,138868,151154.34
2026-02-05,129633,150435.47
2025-08-27,141069,148865.39
2028-07-15,155841,132729.48
2025-08-28,163338,149493.84
2029-06-05,162628,148821.1
2029-07-09,131673,150324.84
2029-03-18,143221,145489.75
2027-09-07,131867,149916.0
2025-07-23,160997,148865.97
2028-07-25,173518,148774.61
2024-07-28,152892,149725.38
2026-09-29,137674,149478.2
2025-08-16,143103,151298.55
2025-09-16,106050,124292.586
2026-11-28,133053,148856.42
2026-03-01,127940,126752.62
2026-12-09,166243,145952.3
2025-02-21,131325,149211.69
2025-07-19,160258,150851.6
2024-10-07,156697,151639.97
2029-02-09,138409,149563.31
2028-02-02,170135,151469.97
2028-11-03,171938,148896.58
2025-02-12,152955,151139.4
2027-06-13,151126,149475.45
2024-12-18,157360,145584.48
2027-12-18,129305,127010.36
2024-06-02,148094,149673.47
2027-07-06,141385,128372.7
2025-12-17,175417,147148.08
2026-06-12,120891,150035.06
2027-12-12,140828,148627.64
2026-04-11,155198,148491.42
2028-01-09,145868,146967.83
2025-05-15,150016,147160.3
2027-08-05,158181,149332.36
2026-07-24,154374,130555.055
2028-07-01,162048,128537.4
2028-08-17,158935,149562.19
2029-04-25,123591,150513.92
2027-10-17,127987,148720.42
2028-09-21,167008,145248.89
2028-05-07,137506,150299.36
2028-06-24,130306,150906.12
2028-09-10,124427,150452.03
2027-06-25,164606,149961.36
2027-01-01,110802,150341.7
2025-12-05,166284,150367.28
2027-10-08,155085,146694.23
2028-03-21,164269,147908.25
2026-08-18,185313,149237.89
2024-12-13,143689,150367.28
2026-10-08,139695,144953.92
2024-11-22,157777,146308.31
2026-05-17,130847,146991.58
2026-03-24,175648,147624.42
2029-06-07,124155,122932.36
2027-10-20,165459,144966.12
2028-05-12,142524,149089.52
2025-03-27,123400,149936.02
2026-11-30,153461,151990.02
2027-07-26,117667,151380.95
2028-12-03,160825,145647.47
2026-03-03,196911,151393.31
2029-07-21,122428,151200.94
2025-10-03,171029,149224.4
2024-06-06,133741,149469.02
2027-07-20,130134,149017.66
2024-12-11,138206,150031.89
2024-05-17,174757,146912.95
2027-01-09,161075,149157.6
2029-06-14,128989,149457.17
2026-04-22,153631,150572.0
2025-02-22,153405,147281.94
2027-11-18,120012,124850.12
2027-10-23,126790,126973.62
2025-07-20,142883,129137.31
2025-06-02,129767,127141.73
