date,month,day,weekday,high_temp,low_temp,weather,ジャーマンドッグ,レタスドッグ,チーズドッグ,生ハムさんど,エビアボカドサンド,トルコライス,カレー,エビグラタン,ミートドリア,ハンバーグドリア,ピザトースト,唐揚げ,フライドポテト,カンノーロ,コーヒーゼリーパフェ,アイスコーヒー,ブレンドコーヒー,沖縄黒糖ラテ,ice_drink_sales,hot_drink_sales,revenue
2024-04-19,4,19,4,19,10,0,6,6,4,5,6,2,1,1,1,1,2,2,1,2,1,87,67,7,88,116,140047
2024-04-20,4,20,5,11,3,0,4,5,4,6,8,2,2,2,1,1,4,2,2,1,1,69,44,5,174,118,161605
2024-04-21,4,21,6,12,5,0,7,4,4,6,7,2,3,1,1,1,4,1,2,1,1,46,68,8,119,131,121703
2024-04-22,4,22,0,12,4,2,4,5,4,4,5,0,0,1,0,0,3,1,1,1,0,67,45,5,116,88,113733
2024-04-23,4,23,1,16,10,2,3,4,4,5,6,0,1,0,0,0,4,1,0,0,0,48,49,6,109,85,139111
2024-04-24,4,24,2,14,5,1,6,4,6,5,8,1,2,1,1,1,4,2,2,2,1,70,35,5,86,117,171841
2024-04-25,4,25,3,16,8,1,5,5,3,5,8,1,3,1,1,1,5,2,2,2,1,97,70,8,103,125,167484
2024-04-26,4,26,4,16,10,0,5,4,3,5,8,1,2,1,1,1,4,2,1,2,1,72,23,9,122,112,136960
2024-04-27,4,27,5,13,3,2,2,4,3,4,6,1,2,1,0,0,4,0,0,1,0,60,28,4,123,88,120444
2024-04-28,4,28,6,18,12,0,5,5,3,3,9,2,3,2,1,1,4,1,2,2,1,98,47,10,143,109,149046
2024-04-29,4,29,0,11,1,0,6,6,4,6,9,2,3,1,1,1,5,1,2,2,1,72,45,6,132,111,158279
2024-04-30,4,30,1,13,4,1,6,5,3,5,7,2,3,2,1,1,4,1,2,2,1,64,51,6,122,109,148747
2024-05-01,5,1,2,17,10,0,5,5,3,4,7,2,2,1,1,1,4,1,1,1,1,38,62,10,116,112,126825
2024-05-02,5,2,3,15,8,0,5,3,4,4,7,1,2,2,1,1,4,1,1,1,1,95,53,7,98,120,118742
2024-05-03,5,3,4,21,14,0,6,5,4,4,4,2,3,2,1,1,4,1,1,1,1,63,62,10,90,109,157504
2024-05-04,5,4,5,19,12,0,5,5,3,4,7,2,3,1,1,1,5,1,1,1,1,69,46,11,136,152,155896
2024-05-05,5,5,6,23,17,0,5,4,4,7,8,1,1,1,1,1,6,1,2,2,1,75,48,7,111,166,161743
2024-05-06,5,6,0,19,12,0,4,5,3,5,9,1,2,1,1,1,5,1,1,1,1,93,36,8,118,115,150853
2024-05-07,5,7,1,18,8,2,4,3,2,4,4,0,1,0,0,0,4,1,1,1,0,59,52,4,95,99,134558
2024-05-08,5,8,2,18,8,0,7,3,2,5,6,2,3,1,1,1,4,2,2,2,1,37,45,9,101,102,183803
2024-05-09,5,9,3,18,8,1,7,3,3,5,8,2,2,1,1,1,4,2,2,1,1,94,47,9,85,122,143353
2024-05-10,5,10,4,18,8,1,5,6,3,5,6,2,3,2,1,1,4,2,1,2,1,54,55,10,109,108,146436
2024-05-11,5,11,5,23,16,0,6,5,4,7,8,1,2,1,1,1,3,1,2,1,1,93,51,5,157,134,169296
2024-05-12,5,12,6,24,18,0,5,4,4,8,6,1,3,2,1,1,6,1,2,1,1,128,49,6,105,149,193820
2024-05-13,5,13,0,16,9,0,6,4,3,4,7,1,2,1,1,1,4,1,2,1,1,60,47,8,126,119,159998
2024-05-14,5,14,1,16,10,1,6,5,3,6,7,1,2,2,1,1,5,1,1,2,1,75,28,6,110,89,155311
2024-05-15,5,15,2,22,13,0,7,3,4,5,8,2,1,2,1,1,4,1,1,2,1,126,58,8,121,102,169512
2024-05-16,5,16,3,15,7,0,5,3,2,4,5,2,3,1,1,1,3,1,1,2,1,85,45,8,102,120,124847
2024-05-17,5,17,4,23,17,0,5,5,4,6,8,1,2,2,1,1,3,2,2,2,1,79,54,7,88,121,148506
2024-05-18,5,18,5,20,14,2,6,3,3,3,4,0,1,0,0,0,4,1,0,1,0,97,41,5,143,99,129449
2024-05-19,5,19,6,15,7,0,6,4,3,8,7,2,2,1,1,1,5,2,2,1,1,80,39,8,129,149,142271
2024-05-20,5,20,0,16,9,0,5,5,4,7,7,1,2,2,1,1,2,2,1,2,1,87,61,8,117,123,155136
2024-05-21,5,21,1,16,10,0,7,4,3,6,6,2,2,1,1,1,6,1,1,3,1,79,43,7,114,104,133032
2024-05-22,5,22,2,24,15,0,6,4,4,6,4,2,2,1,1,1,5,1,2,1,1,66,53,8,127,115,167287
2024-05-23,5,23,3,20,11,0,5,7,3,5,7,2,1,1,1,1,7,2,2,2,1,89,33,10,109,93,157840
2024-05-24,5,24,4,24,16,1,8,2,4,5,8,1,2,2,1,1,5,1,1,2,1,61,50,8,135,94,156355
2024-05-25,5,25,5,15,6,1,5,5,1,4,5,2,2,2,1,1,3,2,2,1,1,122,43,8,152,131,156097
2024-05-26,5,26,6,23,16,0,5,4,1,4,5,2,4,2,1,1,5,1,2,2,1,83,53,5,132,126,150176
2024-05-27,5,27,0,19,11,1,5,3,5,6,6,1,1,1,1,1,4,2,1,2,1,66,46,8,95,136,120340
2024-05-28,5,28,1,19,11,1,5,6,3,5,6,2,3,2,1,1,4,2,1,1,1,71,46,8,121,125,147947
2024-05-29,5,29,2,18,10,2,4,2,4,4,7,0,1,1,0,0,3,1,0,1,0,59,43,5,102,88,127986
2024-05-30,5,30,3,21,14,0,3,4,1,5,6,1,2,2,1,1,5,2,1,2,1,70,45,11,101,110,167403
2024-05-31,5,31,4,18,11,2,4,3,2,5,4,0,0,0,0,0,6,1,0,0,0,56,37,7,102,82,140027
2024-06-01,6,1,5,26,17,0,5,7,3,4,7,1,3,1,1,1,3,1,1,1,1,70,32,10,231,65,146601
2024-06-02,6,2,6,26,16,1,5,5,2,6,7,1,2,2,1,1,6,1,2,1,1,91,44,8,221,56,146510
2024-06-03,6,3,0,21,11,1,5,6,4,5,7,1,2,1,1,1,5,1,1,2,1,76,55,8,169,56,147748
2024-06-04,6,4,1,25,18,1,5,4,3,7,8,2,3,1,1,1,4,2,1,1,1,69,45,12,183,46,129869
2024-06-05,6,5,2,25,19,1,4,4,4,4,8,1,1,1,1,1,5,1,1,1,1,95,44,9,163,42,156625
2024-06-06,6,6,3,23,15,0,5,4,3,5,7,1,4,1,1,1,5,2,1,2,1,58,57,7,179,58,134132
2024-06-07,6,7,4,23,17,0,6,4,4,5,5,2,2,2,1,1,3,1,1,2,1,94,52,11,168,50,142417
2024-06-08,6,8,5,27,18,0,7,4,4,6,8,1,3,2,1,1,5,2,2,1,1,72,60,8,225,63,152140
2024-06-09,6,9,6,24,14,0,3,5,4,6,7,2,3,2,1,1,5,2,2,1,1,54,60,7,205,66,157770
2024-06-10,6,10,0,24,15,2,4,4,2,3,7,0,1,0,0,0,3,0,1,1,0,60,40,8,144,47,106987
2024-06-11,6,11,1,24,14,1,4,4,4,5,7,2,3,2,1,1,6,1,1,2,1,49,36,5,192,56,175286
2024-06-12,6,12,2,27,17,0,6,5,4,6,6,1,4,1,1,1,4,2,2,1,1,53,47,8,188,57,141238
2024-06-13,6,13,3,20,10,2,4,3,1,5,6,1,1,0,0,0,2,1,0,0,0,74,46,7,133,35,117545
2024-06-14,6,14,4,24,17,0,6,4,2,4,6,1,2,1,1,1,7,1,1,2,1,56,49,9,165,52,178970
2024-06-15,6,15,5,21,15,0,6,5,4,6,4,1,3,1,1,1,6,2,1,1,1,81,56,8,226,58,134200
2024-06-16,6,16,6,27,19,0,3,4,3,6,4,1,2,1,1,1,4,2,1,2,1,90,57,6,231,67,142572
2024-06-17,6,17,0,24,15,2,2,3,3,4,7,2,1,0,0,0,4,1,0,1,0,93,53,5,133,42,99843
2024-06-18,6,18,1,27,19,0,4,4,3,6,8,2,2,1,1,1,5,1,1,2,1,72,33,6,173,48,159345
2024-06-19,6,19,2,24,18,1,6,4,3,6,7,1,3,2,1,1,3,2,1,1,1,99,60,6,178,45,166319
2024-06-20,6,20,3,27,18,0,7,2,3,6,8,2,3,2,1,1,7,2,1,2,1,80,52,9,168,52,138197
2024-06-21,6,21,4,27,21,0,6,5,3,4,8,1,3,1,1,1,3,1,1,2,1,73,48,5,194,54,172907
2024-06-22,6,22,5,21,11,0,5,4,5,6,7,1,2,2,1,1,4,2,1,1,1,121,48,7,198,64,165732
2024-06-23,6,23,6,25,19,0,4,4,3,7,5,2,3,2,1,1,5,2,2,1,1,84,60,7,198,54,143838
2024-06-24,6,24,0,27,18,2,4,5,2,5,6,0,2,0,0,0,4,0,1,0,0,77,48,9,138,43,113058
2024-06-25,6,25,1,20,11,1,6,4,2,6,7,2,3,2,1,1,4,1,2,1,1,91,58,9,155,48,135734
2024-06-26,6,26,2,20,13,0,5,4,3,4,8,1,2,1,1,1,6,1,1,1,1,97,57,8,193,49,154719
2024-06-27,6,27,3,25,18,0,6,5,4,4,8,1,2,1,1,1,5,1,1,2,1,62,53,10,173,56,126574
2024-06-28,6,28,4,20,13,0,4,4,3,5,7,2,2,1,1,1,6,2,2,1,1,78,36,8,195,49,132326
2024-06-29,6,29,5,22,16,2,4,3,2,4,3,0,2,0,0,0,3,0,1,1,0,61,49,6,194,59,136161
2024-06-30,6,30,6,22,15,0,3,5,3,5,7,2,3,2,1,1,3,1,2,1,1,69,52,7,206,63,111007
2024-07-01,7,1,0,25,19,0,6,6,3,5,9,2,2,1,1,1,6,2,1,1,1,91,35,8,191,53,160797
2024-07-02,7,2,1,27,19,1,5,3,4,5,8,1,2,1,1,1,6,1,1,2,1,64,53,8,173,47,167999
2024-07-03,7,3,2,28,18,0,4,5,3,5,8,2,2,2,1,1,6,2,2,1,1,52,53,6,181,46,155546
2024-07-04,7,4,3,24,15,1,7,4,4,5,5,1,2,1,1,1,4,2,1,3,1,78,53,6,188,54,169252
2024-07-05,7,5,4,23,13,1,7,4,3,3,7,2,3,1,1,1,4,1,1,1,1,75,32,10,161,41,143115
2024-07-06,7,6,5,26,20,0,4,5,3,6,7,1,3,1,1,1,3,2,1,1,1,86,39,7,207,69,152207
2024-07-07,7,7,6,28,22,2,5,3,3,4,6,0,2,0,0,0,4,0,0,0,0,44,42,6,193,50,110442
2024-07-08,7,8,0,22,12,0,6,3,3,6,6,1,2,2,1,1,6,2,1,1,1,81,53,5,163,49,140191
2024-07-09,7,9,1,25,19,1,5,6,2,6,8,2,3,1,1,1,4,2,1,1,1,89,55,9,151,49,153744
2024-07-10,7,10,2,24,16,0,5,5,5,4,6,1,2,2,1,1,4,1,1,2,1,87,46,10,189,48,160599
2024-07-11,7,11,3,25,18,0,6,5,5,7,5,2,2,1,1,1,5,2,2,1,1,70,54,7,178,59,164837
2024-07-12,7,12,4,24,17,0,6,6,2,5,8,1,2,1,1,1,4,1,2,1,1,109,42,10,156,49,157592
2024-07-13,7,13,5,22,13,1,8,4,4,4,6,1,2,3,1,1,5,2,1,1,1,83,39,8,210,60,139417
2024-07-14,7,14,6,31,22,0,2,4,4,8,5,1,3,1,1,1,4,1,2,1,1,83,44,8,208,64,174972
2024-07-15,7,15,0,22,14,1,6,3,3,6,7,1,2,1,1,1,4,1,2,1,1,81,63,7,155,50,137672
2024-07-16,7,16,1,28,19,1,5,6,3,7,7,1,3,2,1,1,4,1,1,2,1,77,50,6,193,55,125568
2024-07-17,7,17,2,30,20,0,6,5,3,4,3,1,3,1,1,1,5,2,1,1,1,70,59,9,186,56,120380
2024-07-18,7,18,3,25,18,0,4,5,4,4,7,1,1,1,1,1,5,1,1,1,1,70,57,8,174,56,154729
2024-07-19,7,19,4,22,16,0,4,5,5,5,4,1,2,1,1,1,6,2,2,1,1,75,50,6,154,46,127678
2024-07-20,7,20,5,25,18,2,4,2,2,4,7,1,3,0,0,0,2,0,0,0,0,85,45,7,195,49,119796
2024-07-21,7,21,6,31,24,0,6,4,3,6,9,1,1,2,1,1,5,2,1,2,1,78,45,8,225,57,148498
2024-07-22,7,22,0,27,19,0,4,6,4,6,7,2,2,2,1,1,4,2,1,2,1,64,61,8,162,48,130668
2024-07-23,7,23,1,24,14,1,5,4,2,5,7,2,2,1,1,1,4,1,2,1,1,92,74,7,156,46,174231
2024-07-24,7,24,2,22,12,0,5,4,3,7,7,1,3,1,1,1,5,1,2,2,1,103,54,7,186,62,161314
2024-07-25,7,25,3,27,21,0,6,5,5,5,6,2,3,1,1,1,5,2,2,1,1,77,54,9,161,51,164808
2024-07-26,7,26,4,28,19,1,4,4,3,5,5,2,3,2,1,1,4,2,2,1,1,109,68,6,195,51,171522
2024-07-27,7,27,5,26,20,0,5,4,4,5,7,1,2,2,1,1,6,1,2,1,1,73,51,6,226,66,153666
2024-07-28,7,28,6,26,16,0,3,3,3,6,7,2,3,1,1,1,5,2,1,1,1,79,40,10,232,66,140654
2024-07-29,7,29,0,22,14,0,5,6,2,4,6,1,3,2,1,1,4,2,1,1,1,96,53,7,192,51,141229
2024-07-30,7,30,1,26,20,1,5,5,4,4,7,2,2,2,1,1,5,2,1,1,1,79,64,4,187,58,145111
2024-07-31,7,31,2,29,20,2,5,3,2,5,5,0,1,0,0,0,3,1,0,0,0,59,28,7,138,36,133752
2024-08-01,8,1,3,27,20,0,4,4,4,4,6,2,1,2,1,1,5,1,2,2,1,90,55,7,167,55,172801
2024-08-02,8,2,4,25,17,0,5,4,1,2,10,2,2,1,1,1,2,1,2,1,1,86,56,10,175,56,161527
2024-08-03,8,3,5,24,15,0,7,5,5,6,9,1,2,2,1,1,4,1,2,1,1,103,52,7,211,63,154347
2024-08-04,8,4,6,25,15,0,4,6,4,7,7,2,3,1,1,1,4,2,2,1,1,82,42,6,201,66,154596
2024-08-05,8,5,0,26,16,0,4,5,4,7,7,2,2,2,1,1,6,1,3,2,1,87,36,7,157,50,157505
2024-08-06,8,6,1,25,16,0,6,4,3,4,6,1,3,2,1,1,4,1,1,1,1,82,43,8,155,45,138493
2024-08-07,8,7,2,29,20,1,3,4,3,5,9,2,3,1,1,1,7,1,2,2,1,95,42,8,177,53,123544
2024-08-08,8,8,3,25,15,0,7,4,4,4,8,1,2,1,1,1,5,2,1,2,1,99,58,8,162,45,133555
2024-08-09,8,9,4,23,14,2,5,4,2,5,6,1,1,1,0,0,3,0,1,1,0,64,51,9,134,37,139879
2024-08-10,8,10,5,26,19,1,5,3,3,6,5,1,3,2,1,1,6,2,2,1,1,80,42,5,224,66,129099
2024-08-11,8,11,6,30,24,0,4,4,4,6,7,1,3,1,1,1,4,1,3,1,1,72,38,5,200,50,138050
